,PC1,PC2,PC3,cancer_type,condition
SRR12478652,0.4013485578681096,0.08253974070474242,-0.2107844762773949,Breast,Cancer
SRR12478653,0.2549315153528961,0.16824958776987525,-0.1412986178797052,Breast,Healthy
SRR12478654,0.4672218658383345,-0.10792293490628328,-0.1947005224177708,Breast,Healthy
SRR12478655,-0.007694127573951118,-0.03469996419527558,0.17894133245368188,Breast,Healthy
SRR12478656,0.46228787162803947,-0.06238448876652098,-0.2425903958625228,Breast,Cancer
SRR12478657,-0.09250732217523311,0.45284126794958196,0.1703019056823947,Breast,Cancer
SRR12478658,0.4009139226765931,-0.07319363815143702,-0.2268132071876061,Breast,Healthy
SRR12478659,0.012062742276693452,-0.017779304108998473,0.1696487746198805,Breast,Cancer
SRR12478660,-0.039854928075277435,0.494206469351361,-0.02659193667894955,Breast,Cancer
SRR12478661,0.11975054059571653,0.24856068793581962,-0.08389678461007594,Breast,Cancer
SRR12478662,0.4618444107571488,-0.06422293130342663,-0.23206500866019905,Breast,Healthy
SRR12478663,-0.06089623430376647,0.44940806458263727,-0.06156893012545867,Breast,Healthy
SRR12478664,0.507478373964457,-0.18295098393446307,-0.17965687140150557,Breast,Cancer
SRR12478665,-0.0503503904601561,0.4985164118442434,-0.04288198290295512,Breast,Healthy
SRR12478667,0.434998589350024,-0.028278219266359768,-0.19143149693259953,Breast,Healthy
SRR12478668,0.4660143238586926,-0.07124830738867584,-0.2022365289430347,Breast,Healthy
SRR12478669,0.06142965826598104,0.11916222224197778,-0.0078486522897819,Breast,Cancer
SRR12478670,-0.05669066111011679,0.48981631072817394,-0.010514129182293924,Breast,Healthy
SRR12478671,0.46506166685449213,-0.12057350230504403,-0.20725295625913503,Breast,Healthy
SRR12478672,0.4241361590962013,0.009934252617003772,-0.20870012842699368,Breast,Cancer
SRR12478674,0.43893911851986933,-0.020884246836360622,-0.21118862269289845,Breast,Cancer
SRR12478675,0.46487032740659584,-0.0884229736342859,-0.2094414733991902,Breast,Cancer
SRR12478676,0.43966507470643257,-0.04348751506875625,-0.23149733748325113,Breast,Healthy
SRR12478677,0.46619993521940983,-0.11030854818179324,-0.20524058413182877,Breast,Healthy
SRR12478678,0.339633507129687,0.11395038689590524,-0.203786010037367,Breast,Cancer
SRR12478679,0.2950138450794828,0.15811748920380278,-0.18872731170818913,Breast,Healthy
SRR12478680,0.3759666034193354,0.09224523111387471,-0.21622359215903642,Breast,Cancer
SRR12478681,0.40624501850079536,-0.009954953499065002,-0.21864859545307747,Breast,Healthy
SRR12478682,0.3962531359110877,0.045990601073016224,-0.21083673167952866,Breast,Cancer
SRR12478683,-0.05061044006327714,0.4764802620778687,-0.04571835034317887,Breast,Cancer
SRR12478684,0.4596875519791946,-0.038361095014543184,-0.2202996824588118,Breast,Healthy
SRR12478685,0.06255674517019125,0.48207429547530983,-0.0415681870012106,Breast,Healthy
SRR12478686,0.453299440633735,-0.08711611873957738,-0.21135317579751084,Breast,Healthy
SRR12478687,0.16735008689289532,0.3636477215802176,-0.08782230080452001,Breast,Cancer
SRR12478688,0.45002296186342017,-0.047086850405554395,-0.21977777227646317,Breast,Cancer
SRR12478689,0.34425447948193866,0.12952483016196306,-0.17061616650182973,Breast,Healthy
SRR12478690,0.03858555577386685,0.0788495657748012,0.019299424514896156,Breast,Healthy
SRR12478691,-0.011187023931855243,-0.054033996969902715,0.23569261621371473,Breast,Healthy
SRR12478692,-0.047325279027389186,0.4886802278472688,-0.007792692130110226,Breast,Cancer
SRR12478693,0.4232716823583016,-0.02183792439468228,-0.22233822653244664,Breast,Healthy
SRR12478694,0.17292166321340385,0.2241758794141372,-0.09732305342074855,Breast,Healthy
SRR12478695,0.4551404530039874,-0.08308225468927499,-0.20389391118310846,Breast,Cancer
SRR12478696,0.3898685360189869,0.056792571063394144,-0.24804455198332273,Breast,Cancer
SRR12478697,-0.07582919785353931,0.4818388391922742,-0.05822682656833751,Breast,Cancer
SRR12478699,0.4492709276695591,-0.060189742179356895,-0.23263231293028797,Breast,Cancer
SRR12478700,-0.10535185910959484,0.47422231561537626,0.022097994343641764,Breast,Healthy
SRR12478701,0.42309115719128915,-0.045014441650275176,-0.23635712643702167,Breast,Cancer
SRR12478702,0.2017405371565383,0.2353492721520095,-0.12651139844371248,Breast,Healthy
SRR12478703,0.08035635934697286,0.38351037017617656,-0.053748285110445805,Breast,Cancer
SRR12478704,-0.08601139869093988,0.4730711227395558,0.039872442362501696,Breast,Cancer
SRR12478705,-0.08884987687123544,0.521753468879478,-0.0376343787705578,Breast,Cancer
SRR12478706,0.4746504086903863,-0.13295967075441656,-0.19693232771225988,Breast,Cancer
SRR12478707,0.36342018155708716,0.08943563874639572,-0.1550863423086221,Breast,Cancer
SRR12478708,-0.07701789116482252,0.5077065391993831,-0.00247652429891717,Breast,Cancer
SRR12478709,0.27543409596247226,0.20864888495118195,-0.1925039036303642,Breast,Cancer
SRR12478710,0.036216296140218374,0.21462078746234167,0.017241673371007963,Breast,Cancer
SRR12478711,0.14471823291584346,0.18171523983864216,-0.08136191655549932,Breast,Cancer
SRR12478712,0.3626512466539848,0.09410136131612708,-0.19941600949573834,Breast,Healthy
SRR12478713,-0.05974453130668452,0.4287579926005247,-0.037622470546557894,Breast,Healthy
SRR12478714,-0.02815955776717078,-0.04020059064079817,0.1733411240400746,Breast,Healthy
SRR12478715,0.41591534300164,0.027248235264556206,-0.23139529452826332,Breast,Healthy
SRR12478716,0.3790013796251397,0.07540926515012701,-0.23764381634527482,Breast,Cancer
SRR12478717,0.3246933782056643,-0.09449425401179334,0.04977623980349172,Breast,Cancer
SRR12478718,-0.0746399216539696,0.5324537983641667,0.02237310244936706,Breast,Cancer
SRR12478719,0.45604773687623174,-0.04554508714978561,-0.2199784504340966,Breast,Healthy
SRR12478720,0.33879315786554165,0.06306596084650246,-0.1781151766331056,Breast,Healthy
SRR12478721,0.4081481594024728,-0.013377856073794766,-0.2375720018262408,Breast,Cancer
SRR12478722,-0.09368840995114025,0.43295290200962405,0.20199959127772574,Breast,Cancer
SRR12478723,0.3397796027463016,0.09844340549028664,-0.22801999446772503,Breast,Cancer
SRR12478724,0.4448173881683011,-0.0852482930864542,-0.23967163411488995,Breast,Cancer
SRR12478725,0.4516999866031087,-0.046027421524481735,-0.22912039298303466,Breast,Cancer
SRR12478726,-0.04424150924361563,0.5188673322456779,-0.01962483968767286,Breast,Cancer
SRR12478727,0.3984095143414188,0.025992862735619113,-0.183554985674307,Breast,Cancer
SRR12478728,-0.0012499541611153565,0.36828422481770556,-0.05355308239373245,Breast,Healthy
SRR12478729,0.006689391124953557,0.29534281779610266,-0.026778744139965425,Breast,Healthy
SRR12478730,0.2042745611900962,0.3039239974306143,-0.14471448379355092,Breast,Cancer
SRR12478731,-0.0036287489288173644,0.4294551064883078,-0.04642088296619205,Breast,Healthy
SRR12478732,0.3197726937789864,0.07456052506050352,-0.16025788120426804,Breast,Healthy
SRR12478733,0.42424907438058596,-0.053366817106991996,-0.22796464317062298,Breast,Healthy
SRR12478734,0.33437231133554735,0.0887779549423658,-0.21921321370028704,Breast,Cancer
SRR12478735,-0.07704592758564495,0.4718534878146006,0.15920189863985632,Breast,Cancer
SRR12478736,0.03709542708966225,0.13605920048042322,0.005938031193995584,Breast,Cancer
SRR12478737,-0.04559081938397499,0.38936150123670976,0.42869528433853205,Breast,Cancer
SRR12478738,-0.06534108528313066,0.4562457646687502,0.18770803711368528,Breast,Cancer
SRR12478739,0.2925563935502723,0.2732045848686147,-0.191783898204735,Breast,Healthy
SRR12478740,0.3971994178375495,-0.06638402968529859,-0.23591083898161153,Breast,Cancer
SRR12478741,0.45237336295758357,-0.07452167197554395,-0.23278382887323396,Breast,Cancer
SRR12478742,-0.06175847622176278,0.5375289064847834,0.03407958800292216,Breast,Cancer
SRR12478743,-0.06764551344707966,0.53985653951095,0.0246697248568292,Breast,Cancer
SRR12478744,0.1667826416878825,0.38273168518690337,-0.002940286207236077,Breast,Cancer
SRR12478745,0.4739480603774788,-0.11348186846159089,-0.24571578079307158,Breast,Cancer
SRR12478746,-0.05431269906625059,0.5374862675105577,0.051476616881351876,Breast,Cancer
SRR12478747,0.16531720875604008,0.26496745138886485,-0.08462025280426723,Breast,Cancer
SRR12478748,0.3736854024253812,0.08154284773911591,-0.18653936261979376,Breast,Healthy
SRR12478749,-0.06569019426668382,0.51008586087005,-0.023809376264672947,Breast,Cancer
SRR12478750,-0.02487734062240817,0.41581395639890045,0.395790712533177,Breast,Cancer
SRR12478751,-0.07014160956537131,0.459442495796102,0.29392782563521563,Breast,Cancer
SRR12478752,-0.03753069338034265,0.496279012948419,0.16169260764592253,Breast,Cancer
SRR12478753,-0.06177896279825878,0.5140487744207246,0.012258729846732928,Breast,Cancer
SRR12478754,0.36835627797638953,0.13442399826646342,-0.23388547831669557,Breast,Cancer
SRR12478755,0.35483660449880167,0.13231822522848308,-0.2277013189031594,Breast,Cancer
SRR12478756,-0.07628344341697167,0.5473963164972664,0.024916725984548593,Breast,Cancer
SRR12478757,-0.04439517542868512,0.5086525991603775,0.12269510029529077,Breast,Cancer
SRR12478758,0.2740879375158149,0.24148052203016726,-0.1930271741326974,Breast,Cancer
SRR12478759,0.4835341873707505,-0.14942153078522438,-0.17923241346380395,Breast,Cancer
SRR12478760,0.4546600372353731,-0.08497240978656372,-0.24340192636231103,Breast,Cancer
SRR12478761,-0.03462295656555593,0.4437367090810811,-0.04466603206742028,Breast,Cancer
SRR12478762,-0.08197809934924224,0.4576790897890975,0.21718460381687185,Breast,Cancer
SRR12478763,-0.04151725259823648,0.3559886753245665,-0.01734361248527005,Breast,Cancer
SRR12478764,0.47155194881719414,-0.13172585300132272,-0.20248108633677356,Breast,Cancer
SRR12478765,0.49897112038978814,-0.17286329362594033,-0.1774345473820183,Breast,Cancer
SRR12478766,0.4383684098626774,-0.008458235700151527,-0.23729150019119122,Breast,Cancer
SRR12478767,0.08291776487636782,0.4306354631181575,-0.03525946098131631,Breast,Cancer
SRR12478768,-0.0696974648587202,0.5126119430844731,-0.04466505988354242,Breast,Cancer
SRR12478769,0.36997892056772286,0.04235629613127975,-0.15865956422724495,Breast,Healthy
SRR12478770,0.43441686721918565,-0.07325993257807613,-0.2167593222489588,Breast,Cancer
SRR12478771,0.06266447395167377,0.3815674123772464,-0.08002206053442591,Breast,Healthy
SRR12478772,0.2632588859652498,-0.006004949279404917,-0.09404093031318028,Breast,Cancer
SRR12478773,0.4668521291496167,-0.07162585850170358,-0.21493495270864615,Breast,Cancer
SRR12478774,0.4616470351945643,-0.10551801399736349,-0.20540639831096427,Breast,Healthy
SRR12478775,-0.08188483579071415,0.44788675501250924,0.26075621372871927,Breast,Cancer
SRR12478776,0.43563892512663405,-0.023268690436610683,-0.22753006227776146,Breast,Cancer
SRR12478777,0.18570874656312958,0.3074297882547657,-0.10449702570454525,Breast,Cancer
SRR12478778,-0.04741872422653691,0.031285895848045406,0.027291755402460413,Breast,Cancer
SRR12478779,0.40134742139968643,0.0435262902070015,-0.2095272219527175,Breast,Healthy
SRR12478780,0.41092107340289374,0.06521237041157922,-0.1928313140190637,Breast,Healthy
SRR12478782,0.43422631947116375,-0.01623132047668168,-0.21966719996780298,Breast,Cancer
SRR12478783,0.2963734358185804,0.11909927412745236,-0.15408849888643938,Breast,Cancer
SRR12478784,0.36235635560495144,0.08949840718991621,-0.24631530538569724,Breast,Cancer
SRR12478785,0.24496324940640551,0.1590161471865595,-0.11681377762667132,Breast,Cancer
SRR12478786,0.42470733125892024,0.002346364346420812,-0.1849960973312821,Breast,Healthy
SRR12478787,0.06019337681374858,0.4367051835433037,0.005089819236276866,Breast,Healthy
SRR12478788,0.4567178097595449,-0.05308382547253112,-0.21103511139169687,Breast,Cancer
SRR12478789,0.45032814396491205,-0.056890428300475054,-0.21302800602814262,Breast,Healthy
SRR12478790,0.44014749750932575,-0.08247075196472246,-0.21748460575502981,Breast,Healthy
SRR12478791,0.34366600712499806,0.10227371731975535,-0.18133721963055666,Breast,Healthy
SRR12478792,0.4561243607906573,-0.09518555543338973,-0.20977602522998842,Breast,Healthy
SRR12478793,-0.02247980743712739,0.15020694602732368,-0.042382568587636726,Breast,Cancer
SRR12478794,0.4512738407881573,-0.0721733814285927,-0.21497330301429518,Breast,Healthy
SRR12478795,0.38073651588885266,0.07308404675386632,-0.2500274123830648,Breast,Cancer
SRR12478796,0.3475690981941627,0.09393894763202702,-0.16797214415136325,Breast,Healthy
SRR12478797,0.42065936284124256,0.017151500313765812,-0.20338969792427986,Breast,Cancer
SRR12478798,-0.07628173243376997,0.45732547128264395,0.2019769466648793,Breast,Cancer
SRR12478799,0.44568437187827437,-0.10886991058710523,-0.21743135558951848,Breast,Healthy
SRR12478800,0.45972311232144536,-0.097701185602938,-0.21708085107820424,Breast,Cancer
SRR12478801,0.23174127100650593,0.10109856741462907,-0.15218074251682606,Breast,Healthy
SRR12478802,0.21867171484999967,0.1749409825032051,-0.0713872268737608,Breast,Healthy
SRR12478803,-0.07135247903179788,0.5265719117134476,0.029794485096552685,Breast,Cancer
SRR12478804,0.4234014871370784,0.006472433898130838,-0.21447140734716177,Breast,Healthy
SRR12478805,-0.08987987526805818,0.45409024743253235,-0.0499655311860258,Breast,Cancer
SRR12478806,0.4649946104179595,-0.10675604415227544,-0.23056257597082291,Breast,Cancer
SRR12478807,0.3556964855496894,0.1947937985071938,-0.12001596539377107,Breast,Cancer
SRR12478808,0.306660695089029,0.26557682644541647,-0.1435926591317806,Breast,Cancer
SRR12478809,0.3637373765420688,0.09883384935139249,-0.19508515481054917,Breast,Cancer
SRR12478810,-0.0607537378287454,0.2524492190584818,0.332309688650525,Breast,Cancer
SRR12478811,0.4456605282792751,-0.08760531917538328,-0.1985706188113474,Breast,Cancer
SRR12478812,0.2621975039161007,0.2331042418486407,-0.19339759292828518,Breast,Cancer
SRR12478813,0.2657762216691608,0.29634428340682933,-0.17312949623701068,Breast,Cancer
SRR12478814,-0.07597234424996165,0.419307954509543,0.24527312330018244,Breast,Cancer
SRR12478815,-0.08123829245093657,0.47849610131748976,0.17005191027464236,Breast,Cancer
SRR12478816,0.2694609046875268,0.3150197687869425,-0.16672193669144572,Breast,Cancer
SRR12478817,-0.0808665313740513,0.47631656689285157,0.1427529456369201,Breast,Cancer
SRR12478818,0.46057572559539,-0.08021935445754931,-0.22081882265589284,Breast,Healthy
SRR12478819,-0.12608930127117599,0.4553154770329905,0.026727339551566014,Breast,Cancer
SRR12478820,-0.035001796691900205,0.5000054139494527,-0.00778501286059955,Breast,Cancer
SRR12478821,-0.060111232214515996,0.5035675349383312,-0.018944487326424682,Breast,Cancer
SRR12478822,-0.062327332425188134,0.4323348396613567,-0.034330701929921374,Breast,Cancer
SRR12478823,0.1536474495552381,0.336357754862372,-0.06333845436954887,Breast,Cancer
SRR12478824,0.43365132622273395,-0.020907057347914138,-0.25317534447574,Breast,Cancer
SRR12478825,-0.08319615862681973,0.485191090296134,0.1130093961487174,Breast,Cancer
SRR12478826,-0.09356577181954917,0.44567088791963566,0.20372147319362272,Breast,Cancer
SRR12478827,0.2988041627525633,0.15691403897887388,-0.2096435883732026,Breast,Healthy
SRR12478828,-0.04905540037379334,0.4276079778485289,-0.035286699532973906,Breast,Cancer
SRR12478829,0.1841629648057464,0.14894918363804746,-0.14925696836538704,Breast,Cancer
SRR12478830,0.37719014043987714,0.025061884014933113,-0.21139333831285184,Breast,Cancer
SRR12478831,0.4082512701744646,-0.13564100032042067,0.08099391650113855,Breast,Cancer
SRR12478832,0.5164817641903995,-0.18627969882994122,-0.09915918848771894,Breast,Cancer
SRR12478833,0.36830440588748775,-0.10424629990006229,0.2569639499125628,Breast,Cancer
SRR12478834,0.1254633745908009,-0.056785320711611284,0.6007386092974675,Breast,Cancer
SRR12478835,0.03172948103720434,0.09912979465098207,0.45626443047670867,Breast,Cancer
SRR12478836,0.5006581936352353,-0.16495604901553115,0.02629849987815828,Breast,Cancer
SRR12478837,0.5141683566830955,-0.16435153794373591,0.06586201272654697,Breast,Cancer
SRR12478838,0.4772550049300431,-0.1326751213150181,0.19935366970689433,Breast,Healthy
SRR12478839,0.4525781000804067,-0.12490320747013982,0.24978572843776442,Breast,Healthy
SRR12478840,0.03482039000774474,0.07350845102747347,0.555602714067155,Breast,Cancer
SRR12478841,0.2403776987504503,-0.0638254470239145,0.3263454173273677,Breast,Healthy
SRR12478842,0.5206012650517808,-0.18122263013848827,-0.046355445332819524,Breast,Cancer
SRR12478843,0.5201124447080929,-0.16137867862588087,-0.01911209918367482,Breast,Cancer
SRR12478844,0.5185794494875489,-0.18525325292688338,-0.11250277965592029,Breast,Healthy
SRR12478845,0.15689382092258491,-0.06846649804116073,0.5362141538321292,Breast,Healthy
SRR12478847,0.5051793536355136,-0.17572043800572382,-0.12423186066128818,Breast,Healthy
SRR12478848,0.49956256434105567,-0.14426810696289546,0.14520862332738374,Breast,Cancer
SRR12478849,0.3016925580791465,-0.08727807203146679,0.4632400014984159,Breast,Healthy
SRR12478850,0.5198207521486174,-0.17214114034517594,0.07007461854649595,Breast,Healthy
SRR12478851,0.48397014763934726,-0.13158836998090803,0.16363076818778377,Breast,Cancer
SRR12478852,0.5000011703363119,-0.16176996902005722,0.09038870181623863,Breast,Cancer
SRR12478853,0.14114476802982873,-0.06685118809074538,0.5977680821397312,Breast,Healthy
SRR12478854,0.4997653062937852,-0.15243093819367468,0.10423525391135023,Breast,Cancer
SRR12478855,0.16200160464022942,-0.09260661173405546,0.5965419738307802,Breast,Healthy
SRR12478856,0.44437851302297693,-0.14338314013253015,0.14650719092757286,Breast,Cancer
SRR12478857,0.4060976079602217,-0.12252150934205187,0.21476002088898705,Breast,Cancer
SRR12478858,0.5221838648005009,-0.17784840380977635,-0.08438009078339201,Breast,Healthy
SRR12478859,0.12998237687068487,-0.09341839979535967,0.5800064335300812,Breast,Cancer
SRR12478860,0.29416693906981245,-0.08581003513486428,0.4681240504859258,Breast,Cancer
SRR12478861,0.524500822110096,-0.17527465816407758,0.01514794970366017,Breast,Healthy
SRR12478862,0.13789450401802672,-0.04294008371524201,0.5079592568729996,Breast,Healthy
SRR12478863,0.52442524377082,-0.17422684550960693,-0.0030485025279017083,Breast,Healthy
SRR12478864,0.2363385866921046,-0.08194903410268022,0.22318883919017854,Breast,Cancer
SRR12478865,0.5125245846133101,-0.1708836131540265,0.03566704485873882,Breast,Cancer
SRR12478866,0.14055251371680008,-0.05050233174788994,0.5885933652782148,Breast,Healthy
SRR12478867,0.24249413711046175,-0.08568685990378264,0.5067651197465913,Breast,Cancer
SRR12478868,0.5318485368268581,-0.1825554092447705,0.006654075256801409,Breast,Healthy
SRR12478869,0.1632561263676258,-0.09444768818984597,0.5878124871042721,Breast,Cancer
SRR12478870,0.5239576200534475,-0.1754652953345485,0.02118224429787138,Breast,Cancer
SRR12478871,0.20991610851356335,-0.09604521573849496,0.49466842174520315,Breast,Cancer
SRR12478872,0.4625111635407371,-0.121373369607414,0.16187679603942365,Breast,Healthy
SRR12478873,0.14468842902018247,-0.07316680785113357,0.5305137545061812,Breast,Healthy
SRR12478874,0.35090783758748684,-0.10182615443939158,0.33444850573460594,Breast,Healthy
SRR12478875,0.1217868274086412,-0.06627217211210706,0.6007120716124686,Breast,Cancer
SRR12478876,0.4780536447950554,-0.1593820457898607,0.11089229137929482,Breast,Healthy
SRR12478877,0.5244143919321697,-0.1740500924756131,0.09010076458475978,Breast,Cancer
SRR12478878,0.061087413467761656,-0.09852863435536763,0.3908437804258285,Breast,Cancer
SRR12478879,0.5263137129383889,-0.18097496598693877,-0.07597683597169971,Breast,Healthy
SRR12478880,0.35337650977306717,-0.14430258473813584,0.26712148713643524,Breast,Healthy
SRR12478881,0.5233806117534092,-0.17393760174354791,0.012400804912598208,Breast,Healthy
SRR12478882,0.14209994387488112,-0.08619058256428717,0.607473225644351,Breast,Cancer
SRR12478883,0.38693892783019473,-0.09734867019430879,0.20119566140087752,Breast,Healthy
SRR12478884,0.5200693079570247,-0.17525176033454234,-0.08301037940489028,Breast,Cancer
SRR12478885,0.4780010434933201,-0.11854241841384151,0.08941977355896935,Breast,Cancer
SRR12478886,-0.09146399430603804,0.46686442877857115,0.17714473670348885,Breast,Cancer
SRR12478887,0.5016965363755165,-0.1630037034672276,0.0727359009896302,Breast,Healthy
SRR12478888,0.3935500530140217,-0.11548670109135388,0.31213800695751387,Breast,Healthy
SRR12478889,0.4757348242877566,-0.1437585046447477,0.19440328544891594,Breast,Cancer
SRR12478890,0.4271198386233281,-0.13128685459687717,0.2377502626563743,Breast,Cancer
SRR12478891,0.21657100585220143,-0.07542767906031723,0.13127698212023692,Breast,Cancer
SRR12478892,0.5208959294188878,-0.1860031080051117,-0.09772110498222507,Breast,Healthy
SRR12478893,0.054918402320085984,0.17035951887867345,0.49671304554807777,Breast,Cancer
SRR12478894,0.13290162054379281,-0.07102509142058692,0.6126907417036201,Breast,Healthy
SRR12478895,0.4974412025343518,-0.14934197806003827,0.09964567868644277,Breast,Healthy
SRR12478896,0.17250564845398927,-0.07644923291616816,0.5629560444379267,Breast,Healthy
SRR12478897,-0.04911637561442769,0.28685907535081556,0.4210995202596671,Breast,Cancer
SRR12478898,0.5196353893614719,-0.18250226884965645,-0.0550919263217207,Breast,Cancer
SRR12478899,0.5174100555399475,-0.18220559488138247,-0.11670988895235182,Breast,Healthy
SRR12478900,0.47435509526733033,-0.15715434350111218,0.10484186954964024,Breast,Cancer
SRR12478901,0.39241445758137566,-0.12067262290448737,0.2770297450261153,Breast,Healthy
SRR12478902,0.5248339500171301,-0.18504403053480825,-0.035544794485993826,Breast,Healthy
SRR12478903,0.5195650859236556,-0.1755998157718941,-0.08133407211983726,Breast,Healthy
SRR12478904,0.06810499104169952,0.009489396498397376,0.5530169343909125,Breast,Cancer
SRR12478905,0.4479867938817141,-0.10740151526161265,0.19088555198818763,Breast,Healthy
SRR12478906,0.4694846044952265,-0.14775282378023688,0.13749629847407419,Breast,Cancer
SRR12478907,0.16211829770933847,-0.06783980274001913,0.5211543979325852,Breast,Cancer
SRR12478908,0.48355607001085366,-0.1597823408051696,0.0853172054082753,Breast,Healthy
SRR12478909,0.14004788371233115,-0.0796211549074895,0.6277477427342208,Breast,Healthy
SRR12478910,0.26611121929983594,-0.09614292779346476,0.39655573972253716,Breast,Healthy
SRR12478911,0.4818452823664035,-0.14680569093020626,0.1370250729788144,Breast,Healthy
SRR12478912,0.5305422408799937,-0.18267695888571903,0.01219448977326631,Breast,Cancer
SRR12478913,0.4683693818976027,-0.1460252727595656,0.15565249759784622,Breast,Cancer
SRR12478914,0.5188767524894646,-0.1624337039497617,0.07538950368327381,Breast,Healthy
SRR12478915,0.5317360144612794,-0.18120842411061305,-0.04810546123280931,Breast,Healthy
SRR12478916,0.44844728561601643,-0.12624325461796004,0.24103385814342998,Breast,Healthy
SRR12478917,0.18218016975007478,-0.06311044500527084,0.5576573227005215,Breast,Healthy
SRR12478918,0.4372199257165912,-0.1398859509336874,0.18316256964010375,Breast,Healthy
SRR12478919,0.5308725717046479,-0.18153648011909831,-0.0018435119008168492,Breast,Cancer
SRR12478920,0.5225110364858202,-0.18121055730701383,-0.06334955777194864,Breast,Healthy
SRR12478921,0.29161344435823017,-0.07765449812117553,0.4449550436915493,Breast,Healthy
SRR12478922,0.5243366804822515,-0.17719770744117005,0.007822467964566262,Breast,Cancer
SRR12478923,0.49674507088258113,-0.17201166051633635,0.031155681645233312,Breast,Cancer
SRR12478924,0.5163594675714622,-0.147698585944126,0.08686644110663475,Breast,Healthy
SRR12478925,0.47946943101758976,-0.14202189882065044,0.20864209591140595,Breast,Cancer
SRR12478926,0.527494823099302,-0.1742971336959704,0.012504006055681435,Breast,Cancer
SRR12478927,0.1323570946932892,-0.07107392663532724,0.6304479411319783,Breast,Cancer
SRR12478928,0.5007846799891027,-0.15812256127833715,0.08759012725886603,Breast,Healthy
SRR12478929,0.5261114249272786,-0.1710380409329203,-0.03457069362591774,Breast,Cancer
SRR12478930,0.1474731249546266,-0.056549477666819246,0.5945822646875958,Breast,Healthy
SRR12478932,0.5200992223131006,-0.1714923134500044,0.034250999941783274,Breast,Cancer
SRR12478933,0.5129714078008633,-0.16115212361650036,0.09242028750121158,Breast,Cancer
SRR12478934,0.5209531472698399,-0.17103037503989582,0.013721589983334904,Breast,Cancer
SRR12478935,0.5221576349784425,-0.17541842653401019,0.014350117090215078,Breast,Healthy
SRR12478936,0.49689871628054844,-0.15520781601816028,0.0891907137937344,Breast,Cancer
SRR12478937,0.21489521994177746,-0.10558565090306372,0.43645948908931703,Breast,Healthy
SRR12478938,0.08265590402495661,-0.09452677626497692,0.6317360339642677,Breast,Healthy
SRR12478939,0.49337987609976197,-0.1637627288189501,0.13021056735987868,Breast,Cancer
SRR12478940,0.1449571584949918,-0.06970523177376936,0.5396000081270372,Breast,Cancer
SRR12478941,0.1716848625071489,-0.061392446455576496,0.5500262832629547,Breast,Healthy
SRR12478942,0.5044334871777816,-0.16795877499637724,0.07413957905200723,Breast,Cancer
SRR12478943,0.5208074694527268,-0.1815972600089025,-0.09620175597592323,Breast,Healthy
SRR12478944,0.37313980343968756,-0.09299283765245626,0.37218875660947887,Breast,Cancer
SRR12478945,0.31364400496940553,-0.07931940007262442,0.42152562091238593,Breast,Cancer
SRR12478946,0.5248518917720623,-0.16573184574903316,0.03745050309513344,Breast,Cancer
SRR12478947,0.5276789296371583,-0.17473421383326962,-0.023126431994993625,Breast,Cancer
SRR12478948,0.22700300329368225,-0.08306319765628369,0.4770705702455038,Breast,Cancer
SRR12478949,0.15717362199155568,-0.06404744767377527,0.6083638992967009,Breast,Cancer
SRR12478950,0.5334661930881506,-0.18278437940570516,-0.029180683952561088,Breast,Healthy
SRR34777669,-0.02556198238530245,-0.06472692540658341,0.24052510370317864,Prostate,Cancer
SRR34777670,-0.009715102642502348,-0.045797910614783506,0.21676553347774283,Prostate,Cancer
SRR34777671,0.14617721148605753,-0.024795234466268166,0.15740882357518923,Prostate,Cancer
SRR34777672,-0.009170519556632617,0.16266280381715129,0.05333681645208715,Prostate,Cancer
SRR34777673,-0.10590479556128718,0.3059286548363531,0.07709434037040372,Prostate,Cancer
SRR34777674,0.10790319426907526,0.022065180864852083,0.07198960815056846,Prostate,Cancer
SRR34777675,0.00747307829366738,-0.035521037889551285,0.23174532713675694,Prostate,Cancer
SRR34777676,-0.024023147567663196,-0.05325134366672113,0.227106966638428,Prostate,Cancer
SRR34777677,0.1846892413287188,-0.08690841381228376,0.16581340730644692,Prostate,Cancer
SRR34777678,-0.015716124922207402,-0.037765686286409805,0.20460290505221448,Prostate,Cancer
SRR34777679,-0.0036677260116239293,-0.03996483214707262,0.22085432955433432,Prostate,Cancer
SRR34777680,0.017572022424495806,-0.02547533278865333,0.2302068048121646,Prostate,Cancer
SRR34777681,-0.0032101905702037864,-0.05646737694359028,0.2574795809973279,Prostate,Cancer
SRR34777682,-0.08034984180780559,0.11012136431260491,0.1685720309318401,Prostate,Cancer
SRR34777683,0.001233384722073564,-0.0330652748586054,0.21718969571621338,Prostate,Cancer
SRR34777684,-0.013415645074258601,-0.06964722755545263,0.262921179668882,Prostate,Cancer
SRR34777685,0.003038408621388842,-0.06384231023071502,0.25431684131733956,Prostate,Cancer
SRR34777686,-4.7385218946457265e-05,-0.03315176656273637,0.2152898942653626,Prostate,Cancer
SRR34777687,0.12541802761514245,-0.09361217412293621,0.09583662598960868,Prostate,Cancer
SRR34777688,-0.014782449589563975,-0.04299306916034216,0.21231260282425096,Prostate,Cancer
SRR34777689,0.13412764068496505,0.2512698984442529,-0.016673771880965634,Prostate,Cancer
SRR34777690,0.012562575887811109,0.10133330014318387,0.0075231804083117325,Prostate,Cancer
