,Acetoanaerobium,Acidaminococcus,Acidiferrobacter,Acidihalobacter,Acinetobacter,Actinobacillus,Actinomyces,Agathobacter,Aggregatibacter,Akkermansia,Alicyclobacillus,Alistipes,Alkalitalea,Alpha3microvirus,Aminobacterium,Anaerobutyricum,Anaerolinea,Anaerostipes,Anaerotignum,Aneurinibacillus,Anoxybacillus,Arcticibacterium,Aristaeella,Arsenophonus,Asticcacaulis,Aureibaculum,Bacillus,Bacteroides,Barnesiella,Bartonella,Basfia,Bifidobacterium,Blautia,Brochothrix,Burkholderia,Butyrivibrio,Caldicellulosiruptor,Campylobacter,Candidatus,Candidatus Amoebophilus,Candidatus Azobacteroides,Candidatus Blochmannia,Candidatus Cardinium,Candidatus Fukatsuia,Candidatus Hamiltonella,Candidatus Izimaplasma,Candidatus Koribacter,Candidatus Moranella,Candidatus Nucleicultrix,Candidatus Phaeomarinobacter,Candidatus Phytoplasma,Candidatus Promineofilum,Candidatus Purcelliella,Candidatus Solibacter,Candidatus Sulcia,Candidatus Tachikawaea,Capnocytophaga,Caulobacter,Cellulomonas,Cellulosilyticum,Chakrabartyella,Chlamydia,Chloroflexus,Chordicoccus,Chthonomonas,Cloacibacillus,Clostridioides,Clostridium,Collinsella,Comamonas,Coprobacter,Coprococcus,Coraliomargarita,Coriobacterium,Corynebacterium,Dehalobacterium,Dehalococcoides,Deinococcus,Desulfococcus,Desulfofarcimen,Desulfomonile,Desulfotomaculum,Desulfovibrio,Devosia,Dialister,Dichelobacter,Dorea,Draconibacterium,Eggerthella,Elusimicrobium,Emergencia,Enterobacter,Enterococcus,Enterovibrio,Erwinia,Erysipelothrix,Escherichia,Ethanoligenens,Eubacterium,Ezakiella,Faecalibacillus,Faecalibacterium,Faecalibaculum,Fastidiosipila,Fibrobacter,Filifactor,Finegoldia,Flammeovirga,Flavonifractor,Frankia,Fusobacterium,Gemmatimonas,Geoalkalibacter,Geobacillus,Geobacter,Gordonibacter,Haemophilus,Halomicrobium,Halothiobacillus,Helicobacter,Herbinix,Homo,Hungateiclostridium,Hungatella,Ichthyobacterium,Intestinibacillus,Intestinimonas,Jeotgalibaca,Kineothrix,Kiritimatiella,Klebsiella,Kosmotoga,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Lawsonibacter,Leuconostoc,Libanicoccus,Liberibacter,Limnochorda,Listeria,Longicatena,Lysinibacillus,Mageeibacillus,Magnetospira,Mahella,Massilia,Mediterraneibacter,Megamonas,Megasphaera,Melioribacter,Methanobrevibacter,Methylobacter,Mogibacterium,Monoglobus,Mordavella,Morganella,Muribaculum,Muricauda,Mycoplasma,Neisseria,Niabella,Nitrosomonas,Nitrospira,Nocardia,Novibacillus,Novisyntrophococcus,Odoribacter,Oenococcus,Olsenella,Oscillibacter,Paenibacillus,Paeniclostridium,Paludicola,Pantoea,Parabacteroides,Paraphotobacterium,Paraprevotella,Parvimonas,Pasteurella,Paucibacter,Peptoclostridium,Peptoniphilus,Petroclostridium,Phascolarctobacterium,Phocaeicola,Photobacterium,Porphyromonas,Pragia,Prevotella,Propionimicrobium,Prosthecochloris,Proteus,Pseudarcicella,Pseudomonas,Pseudopedobacter,Psychrobacter,Rhodomicrobium,Rickettsia,Roseburia,Rothia,Rubrobacter,Ruminococcus,Ruthenibacterium,Salmonella,Sandaracinus,Sarcina,Segatella,Selenomonas,Sellimonas,Serratia,Shewanella,Shigella,Sneathia,Sodalis,Solibaculum,Sphaerobacter,Sphingobium,Spiroplasma,Staphylococcus,Steroidobacter,Streptobacillus,Streptococcus,Streptomyces,Sutterella,Symbiobacterium,Synechococcus,Syntrophomonas,Tannerella,Terrisporobacter,Tessaracoccus,Thalassolituus,Thermobifida,Thermobispora,Thermodesulfatator,Thermus,Thioalkalivibrio,Thioflavicoccus,Thiomonas,Thomasclavelia,Tistrella,Treponema,Trichodesmium,Turicibacter,Ureaplasma,Vagococcus,Veillonella,Vescimonas,Vibrio,Virgibacillus,Wansuia,Weissella,Xanthomonas,Yersinia,[Clostridium],[Ruminococcus],uncultured
SRR2143768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00468,0.0,0.24248,0.0,0.0,0.0,0.0,0.0,0.11291,0.0,0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,0.09762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121,0.0,0.01016,0.05189,0.0,0.0,0.0,0.0,0.0,0.0,0.00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01076,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.00459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,0.0,0.0,0.0,0.00088,0.0006,0.0,0.0,0.0,0.0,0.0,0.01229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02722,0.04044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00246,0.00116,0.0,0.0,0.0,0.0,0.0,0.00121,0.0,0.0,0.0,0.0,0.0,0.00176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.02448,0.0
SRR2143769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.09866,0.0,0.09967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039459999999999995,0.0,0.0,0.0,0.0,0.22194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05591,0.00149,0.0,0.0,0.0,0.0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295,0.0,0.0,0.0,0.0,0.00448,0.0,0.0,0.0,0.0,0.0,0.0,0.00065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.00099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0332,0.0,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00099,0.04014,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.00081,0.0,0.0,0.0,0.0,0.0,0.0,0.00775,0.0,0.0,0.0,0.0,0.0,0.0,0.02714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065899999999999995,0.12981,0.0
SRR2143770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00133,0.0,0.00132,0.0,0.00165,0.0,0.0,0.0,0.09031,0.0,0.11791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.027190000000000002,0.22457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.08497,0.00068,0.0,0.0,0.04657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055,0.0,0.00629,0.02834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00779,0.00289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07116,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.0,0.0,0.0,0.00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.00276,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.00033,0.00245,0.0,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115,0.00044,0.0,0.0,0.00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01955,0.0,0.0,0.0,0.0,0.0,0.0,0.05654,0.0,0.0,0.0,0.0,0.0,0.0,0.00499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207,0.0,0.0,0.0,0.0,0.00165,0.0,0.0008,0.03973,0.0
SRR2143771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00134,0.0,0.04068,0.0,0.01158,0.0,0.0,0.0,0.13824,0.0,0.03203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.04637,0.00646,0.0,0.0,0.22100999999999998,0.15225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.00359,0.06991,0.0,0.0,0.04319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044219999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.03687,0.0,0.0,0.0,0.0,0.0,0.0,0.00364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081,0.0,0.0,0.00041,0.0,0.0,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.0,0.00038,0.0,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.00409,0.0,0.0,0.0,0.01029,0.0,0.0,0.00029,0.0,0.0,0.00469,0.0,0.0,0.0,0.0,0.0,0.0,0.00311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199,0.00048,0.0,0.0,0.0,0.0,0.0,0.00038,0.0,0.0,0.0,0.0,0.0,0.03215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103,0.0,0.0,0.0,0.0,0.0,0.0,0.00119,0.05349,0.0
SRR2143772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.04853,0.0,0.04903,0.0,0.0,0.0,0.0863,0.0,0.14059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05567999999999999,0.01097,0.0,0.0,0.0,0.20852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00111,0.0,0.00385,0.0,0.0,0.00463,0.0,0.0,0.02113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,0.0,0.0,0.03942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.02395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00702,0.0,0.0,0.00057,0.0,0.0,0.0,0.0,0.0,0.00691,0.00119,0.0,0.00138,0.0,0.0,0.0,0.0,0.0,0.00634,0.0,0.0,0.0,0.0,0.0,0.00303,0.0,0.0,0.00079,0.0,0.0,0.0,0.00057,0.0,0.0,0.00076,0.0,0.0,0.0,0.00033,0.0,0.0,0.01013,0.0,0.0,0.00406,0.0,0.0,0.0,0.00171,0.0,0.00425,0.0,0.00612,0.0,0.00033,0.0036,0.00257,0.0,0.0,0.0,0.0,0.0,0.00848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00133,0.0,0.00571,0.00146,0.0,0.0,0.00209,0.0,0.00049,0.00035,0.0,0.0,0.0,0.0,0.0,0.05143,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.00038,0.0,0.00593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00452,0.0,0.0,0.00046,0.0,0.0,0.0,0.001,0.0475,0.00168
SRR2143774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16283,0.0,0.00404,0.0,0.0,0.0,0.06968,0.0,0.23664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04854,0.0,0.0,0.0,0.0,0.12034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00659,0.0,0.0,0.00871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.0034,0.0,0.00202,0.0,0.0,0.0,0.0,0.0,0.08571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.0,0.0,0.0,0.0,0.0,0.01073,0.0,0.0,0.0,0.0,0.0,0.0,0.00117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00648,0.0,0.00531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00181,0.01317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00435,0.0,0.0,0.0,0.0,0.0,0.0,0.07095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01062,0.0,0.0,0.04599,0.0
SRR2143775,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.00119,0.0,0.15611,0.0,0.00297,0.0,0.0,0.0,0.07147,0.0,0.22815000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04786,0.0,0.0,0.0,0.00626,0.13751,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00084,0.0,0.0,0.0,0.0,0.00018,0.0,0.00027,0.03129,0.0,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03775,0.0,0.0,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.00903,0.0,0.00406,0.0,9e-05,0.00442,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00254,0.00203,0.0,0.00065,0.00016,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.00331,0.0,0.0,0.0,0.0,0.0,0.01154,0.0,0.0,0.00023,0.0,0.0003,0.0,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.0,0.0,0.0,0.0,0.00048,0.0002,0.0,0.0,0.00038,0.0,0.0,0.00704,0.0,0.00744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00151,0.01142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00239,0.00041,0.0,0.00023,0.00086,0.0,0.0,0.0,0.00054,0.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.00469,0.0,0.0,0.0,0.0,0.0,0.0,0.09384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00072,0.0,0.0,0.00037,0.0,0.00199,0.0,0.00037,0.05374,0.00012
SRR2143776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207,0.0,0.00616,0.0,0.00315,0.0,0.0,0.0,0.06964,0.0,0.09045,0.0,0.0,0.0,0.0,0.00163,0.0,0.0,0.0,0.0,0.01427,0.00097,0.0,0.0,0.03396,0.20789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01555,0.07612,0.0,0.0,0.05108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.01135,0.02468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00572,0.00193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00276,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.00072,0.0,0.00061,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.00058,0.0,0.0,0.0,0.0,0.00055,0.00058,0.0,0.0,0.0,0.0003,0.0,0.00334,0.0,0.00144,0.0,0.00116,0.0,0.00345,0.0,0.0,0.0,0.00069,0.00179,0.00362,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,0.0,0.00141,0.0,0.0,0.0,0.00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00243,0.0,0.0,0.0,0.00146,0.0,0.0,0.07436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10873,0.0
SRR2143777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051,0.0,0.18865,0.0,0.058399999999999994,0.0,0.0,0.0,0.03185,0.0,0.02862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00544,0.0,0.27565,0.00024,0.0,0.0,0.0,0.03884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00773,0.0,0.0,0.0,0.00165,0.0,0.0,0.00058,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024960000000000003,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04107,0.0,0.0,0.0,0.0,0.0,0.0,0.00333,0.0,0.0,0.0,0.0,0.0,0.0,0.00247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00173,0.0,0.00747,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.00091,0.0,0.0,0.0,0.0,0.0,0.00116,0.0,0.0,0.0,0.0,0.0,0.00493,0.0,0.0,0.0,0.0,0.0,0.0,0.00031,0.0,0.0,0.00696,0.0,0.0,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,0.00136,0.0,0.0,0.00051,0.0,0.0,0.0074,0.0,0.01598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,0.02958,0.10565000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.00173,0.0,0.0,0.0,0.02233,0.0,0.00044,0.0,0.0,0.0,0.0,0.0,0.01947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01297,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,0.02889,0.00029
SRR2143778,0.0,0.0224,0.0,0.0,0.0,0.0,0.0,0.00062,0.0,0.00822,0.0,0.00999,0.0,0.0,0.0,0.03971,0.0,0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191,0.0,0.13463,0.0428,0.0,0.0,0.0,0.11568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.00225,0.0,0.0,0.0,0.05173,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.03154,0.0,0.0,0.0,0.0,0.00067,0.0,0.0,0.0,0.0,0.01936,0.0,0.00601,0.0,0.00682,0.02023,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081,0.0,0.01499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051,0.0,0.0,0.0,0.0,0.0,0.01883,0.0,0.0,0.00118,0.0,0.0,0.00859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053,0.03188,0.07319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.00241,0.12017,0.0,0.0,0.0,0.0,0.00109,0.0,0.0,0.0,0.0,0.0,0.04061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02082,0.00045,0.0,0.0,0.0,0.0,0.0,0.00107,0.04662,0.0
