,Acetivibrio,Acetobacter,Acetobacterium,Acholeplasma,Achromobacter,Acidaminococcus,Acidianus,Acidibrevibacterium,Acidiferrobacter,Acidilobus,Acidilutibacter,Acidimicrobium,Acidipropionibacterium,Acidovorax,Acinetobacter,Actinacidiphila,Actinoallomurus,Actinobacillus,Actinomadura,Actinomyces,Actinomycetospora,Actinoplanes,Actinotignum,Actomonas,Acutalibacter,Adhaeribacter,Advenella,Aeoliella,Aequorivita,Aerococcus,Aeromicrobium,Aeromonas,Aeropyrum,Aestuariibaculum,Aestuariispira,Agathobacter,Agathobaculum,Aggregatibacter,Agrobacterium,Agrococcus,Akkermansia,Aliamphritea,Aliarcobacter,Alicyclobacillus,Alistipes,Alkalibacter,Alkalicella,Alkalihalobacillus,Alkaliphilus,Alkalitalea,Allobaculum,Allochromatium,Altererythrobacter,Amedibacterium,Amphritea,Amycolatopsis,Anaerobutyricum,Anaerococcus,Anaerocolumna,Anaeromicropila,Anaerostipes,Anaerotignum,Anaerotruncus,Aneurinibacillus,Anoxybacillus,Aquabacterium,Aquaspirillum,Aquella,Aquibium,Aquimarina,Arabiibacter,Arachnia,Arcobacter,Arenibacter,Aristaeella,Aristophania,Arthrobacter,Atlantibacter,Aurantiacibacter,Aurantibacillus,Aureibaculum,Aureimonas,Aureispira,Aureliella,Azospirillum,Azotobacter,Bacillus,Bacteroides,Baekduia,Baoshanvirus,Barnesiella,Bartonella,Bdellovibrio,Bernardetia,Betabaculovirus,Bibersteinia,Bifidobacterium,Biomaibacter,Bisgaardia,Bizionia,Blattabacterium,Blautia,Blochmannia,Bordetella,Borrelia,Borreliella,Bosea,Boudabousia,Brachybacterium,Brachyspira,Bradymonas,Bradyrhizobium,Bremerella,Breoghania,Brevibacillus,Brevibacterium,Brevundimonas,Breznakiella,Brucella,Buchnera,Burkholderia,Butyricimonas,Butyrivibrio,Caldalkalibacillus,Caldinitratiruptor,Caminibacter,Campylobacter,Candidatus,Capillimicrobium,Capnocytophaga,Caproicibacterium,Caproiciproducens,Castellaniella,Catalinimonas,Caulifigura,Cellulomonas,Cellulophaga,Cellvibrio,Cereibacter,Cetobacterium,Chakrabartyella,Changchengzhania,Changpingibacter,Chidieberevirus,Chimaeribacter,Chitinolyticbacter,Chitinophaga,Chloroflexus,Chondromyces,Chordicoccus,Christensenella,Chryseobacterium,Chthonomonas,Citrobacter,Citromicrobium,Claveliimonas,Cloacibacillus,Cloacibacterium,Clostridioides,Clostridium,Cobetia,Cohnella,Collimonas,Collinsella,Colwellia,Comamonas,Companilactobacillus,Conchiformibius,Coprobacter,Coprococcus,Coprothermobacter,Coraliomargarita,Corallococcus,Coriobacterium,Corynebacterium,Couchioplanes,Croceibacter,Croceicoccus,Crocosphaera,Cronobacter,Cruoricaptor,Cryptobacterium,Cuniculiplasma,Cupriavidus,Curtobacterium,Cutibacterium,Cyanobacterium,Cytobacillus,Deefgea,Dehalobacter,Deinococcus,Denitrobacterium,Dermacoccus,Dermatobacter,Desulfatibacillum,Desulfobacca,Desulfofarcimen,Desulfonema,Desulforapulum,Desulfosarcina,Desulfoscipio,Desulfosporosinus,Desulfotomaculum,Desulfovibrio,Desulfurivibrio,Desulfuromonas,Devosia,Dialister,Diaminobutyricimonas,Dickeya,Dissulfurimicrobium,Dolichospermum,Dongshaea,Dorea,Duffyella,Duganella,Duncaniella,Duodenibacillus,Ectothiorhodosinus,Edaphobacter,Eggerthella,Elephant,Elizabethkingia,Elusimicrobium,Emergencia,Emticicia,Endozoicomonas,Enorma,Enterobacter,Enterococcus,Entomomonas,Entomospira,Ephemeroptericola,Epseptimavirus,Ereboglobus,Erskinevirus,Erwinia,Erysipelatoclostridium,Erythrobacter,Escherichia,Ethanoligenens,Eubacterium,Euzebyella,Ewingella,Exiguobacterium,Ezakiella,Faecalibacillus,Faecalibacterium,Faecalibaculum,Fannyhessea,Ferribacterium,Ferrigenium,Fictibacillus,Filifactor,Finegoldia,Fischerella,Flammeovirga,Flavihumibacter,Flavobacterium,Flavonifractor,Flintibacter,Flocculibacter,Fluoribacter,Fluviispira,Fontisubflavum,Formosa,Francisella,Frankia,Frigoriglobus,Fructilactobacillus,Fructobacillus,Fundicoccus,Furfurilactobacillus,Fusobacterium,Gallaecimonas,Gemmata,Gemmatimonas,Geoalkalibacter,Geomonas,Georgenia,Georhizobium,Geothrix,Gimesia,Glaesserella,Gloeobacter,Gloeocapsa,Gloeothece,Glutamicibacter,Glycocaulis,Gordonia,Gordonibacter,Granulibacter,Granulicella,Grapevine,Haemophilus,Halanaeroarchaeum,Halarchaeum,Halarcobacter,Haliscomenobacter,Haloarcula,Halobacillus,Halobacterium,Halobaculum,Haloferax,Halomonas,Halorarius,Halorientalis,Halorubrum,Halothece,Hankyongella,Harvey,Helicobacter,Heliomicrobium,Herbaspirillum,Heyndrickxia,Homo,Hoylesella,Human,Hungatella,Hwangdonia,Hydrogenimonas,Hydrogenobacter,Hydrogenophaga,Hymenobacter,Hypericibacter,Hyphomonas,Ichthyobacterium,Ideonella,Idiomarina,Ignatzschineria,Ignavigranum,Ilumatobacter,Ilyobacter,Indioceanicola,Intestinibacillus,Intestinibacter,Intestinimonas,Isorropodon,Jannaschia,Janthinobacterium,Jejubacter,Kaistella,Ketogulonicigenium,Kineothrix,Kiritimatiella,Klebsiella,Kluyvera,Kocuria,Komagataeibacter,Kordia,Kosakonia,Kribbella,Kutzneria,Labilithrix,Laceyella,Lachnospira,Lacinutrix,Lacipirellula,Lacrimispora,Lacticaseibacillus,Lactiplantibacillus,Lactobacillus,Lactococcus,Latilactobacillus,Lawsonibacter,Leadbetterella,Leclercia,Legionella,Leifsonia,Lelliottia,Lentibacillus,Lentzea,Leptogranulimonas,Leptolyngbya,Leptospira,Leptotrichia,Leuconostoc,Levilactobacillus,Libanvirus,Lichenicola,Lichenihabitans,Ligilactobacillus,Limnobacter,Limnochorda,Limnoglobus,Limnospira,Limosilactobacillus,Liquorilactobacillus,Listeria,Loktanella,Longicatena,Lonsdalea,Luteolibacter,Lutibacter,Lysinibacillus,Lysobacter,Mahella,Maliibacterium,Mammaliicoccus,Maribacter,Mariluticola,Marinimicrobium,Mariniplasma,Marinobacter,Marinobacterium,Marivirga,Martelella,Marvinbryantia,Massilia,Mediterraneibacter,Megamonas,Megasphaera,Melioribacter,Melissococcus,Mergibacter,Mesobacillus,Mesorhizobium,Mesotoga,Metabacillus,Metamycoplasma,Metasolibacillus,Methanobacterium,Methanobrevibacter,Methanococcus,Methanocorpusculum,Methanolacinia,Methanolapillus,Methanolobus,Methanomethylovorans,Methanosarcina,Methylacidimicrobium,Methylobacter,Methylobacterium,Methylocapsa,Methylococcus,Methyloligella,Methylomicrobium,Methylophaga,Methylophilus,Methylorubrum,Microbacterium,Microbulbifer,Micrococcus,Microlunatus,Micromonospora,Microvirga,Miltoncostaea,Mimasvirus,Mogibacterium,Molluscum,Monoglobus,Moorella,Moraxella,Morganella,Mucilaginibacter,Mucispirillum,Murdochiella,Muribaculum,Muricauda,Mycobacterium,Mycobacteroides,Mycolicibacterium,Mycoplasma,Mycoplasmoides,Mycoplasmopsis,Myroides,Myxococcus,Nannocystis,Natranaerobius,Natrinema,Natrononativus,Neisseria,Neobacillus,Neokomagataea,Neorhizobium,Neptunomonas,Niabella,Niallia,Nibribacter,Nitratifractor,Nitratireductor,Nitrosomonas,Nitrosophilus,Nitrosopumilus,Nitrospira,Nocardia,Nocardioides,Nocardiopsis,Nodosilinea,Nonlabens,Nostoc,Novacetimonas,Novisyntrophococcus,Novosphingobium,Oceanimonas,Oceanisphaera,Oceanobacillus,Octadecabacter,Odoribacter,Oecophyllibacter,Opitutus,Orientia,Ornithinimicrobium,Oscillibacter,Ottowia,Oxynema,Pacificitalea,Paenibacillus,Palleronia,Paludicola,Pantoea,Parabacteroides,Paraburkholderia,Paracidovorax,Paraclostridium,Paracoccus,Paraconexibacter,Paraflavitalea,Parageobacillus,Paraglaciecola,Paramuribaculum,Paraprevotella,Pararhizobium,Pararoseomonas,Parasphingorhabdus,Parolsenella,Parvimonas,Parvularcula,Pasteurella,Pectobacterium,Pedobacter,Pelolinea,Peptacetobacter,Peptoniphilus,Peptonophilus,Peptostreptococcus,Peribacillus,Persicobacter,Petroclostridium,Phaeobacter,Phascolarctobacterium,Phenylobacterium,Phnomibacter,Phocaeicola,Phoenicibacter,Photobacterium,Photorhabdus,Phototrophicus,Phycicoccus,Pimelobacter,Pirellula,Piscinibacter,Planctomyces,Planctopirus,Planktothrix,Planococcus,Plantactinospora,Pleurocapsa,Polaribacter,Polynucleobacter,Pontibacter,Pontibrevibacter,Porifericola,Porphyromonas,Pragia,Prevotella,Priestia,Prochlorococcus,Propioniciclava,Prosthecochloris,Proteiniphilum,Proteus,Providencia,Pseudanabaena,Pseudarthrobacter,Pseudemcibacter,Pseudoalteromonas,Pseudobacter,Pseudobutyrivibrio,Pseudochrobactrum,Pseudodesulfovibrio,Pseudoduganella,Pseudofrankia,Pseudohongiella,Pseudoleptotrichia,Pseudolysobacter,Pseudomonas,Pseudooceanicola,Pseudoxanthomonas,Psychrobacillus,Psychrobacter,Psychroflexus,Psychromonas,Pukyongiella,Pulveribacter,Pusillibacter,Pyramidobacter,Pyrobaculum,Qiania,Qipengyuania,Radiobacillus,Rahnella,Raoultella,Raoultibacter,Reinekea,Reptarenavirus,Rheinheimera,Rhizobium,Rhodanobacter,Rhodococcus,Rhodoferax,Rhodomicrobium,Rhodopseudomonas,Rhodovulum,Rickettsia,Riemerella,Rockefellervirus,Rodentibacter,Romboutsia,Roseateles,Roseburia,Roseomonas,Roseovarius,Rosistilla,Rothia,Rouxiella,Rubrobacter,Ruegeria,Rufibacter,Rugamonas,Ruminococcus,Runella,Ruoffia,Ruthenibacterium,Saccharomonospora,Saccharopolyspora,Saccharothrix,Salicibibacter,Salinirubellus,Salisediminibacterium,Salmonella,Sandaracinus,Sarcina,Scandinavium,Schaalia,Sedimentibacter,Sedimenticola,Sediminicoccus,Segatella,Selenobaculum,Selenomonas,Sellimonas,Serpentinimonas,Serratia,Shewanella,Shigella,Sideroxydans,Simiduia,Sinorhizobium,Slackia,Sneathia,Sneathiella,Snodgrassella,Sodaliphilus,Solibaculum,Solitalea,Solobacterium,Sorangium,Sphaerospermopsis,Sphaerotilus,Sphingobacterium,Sphingobium,Sphingomonas,Sphingopyxis,Spiroplasma,Spirosoma,Sporomusa,Staphylococcus,Starkeya,Stenotrophomonas,Sterolibacterium,Stieleria,Streptococcus,Streptomonospora,Streptomyces,Streptosporangium,Succinivibrio,Sulfitobacter,Sulfuricaulis,Sulfuriferula,Sulfurimonas,Superficieibacter,Sutcliffiella,Sutterella,Symbiobacterium,Synechococcus,Syntrophobotulus,Syntrophomonas,Syntrophotalea,Tannockella,Tardiphaga,Taurinivorans,Tautonia,Telluria,Tellurirhabdus,Tenacibaculum,Tepidibacter,Teredinibacter,Terribacillus,Terriglobus,Terrisporobacter,Tessaracoccus,Tetragenococcus,Thalassomonas,Thalassotalea,Thaumasiovibrio,Thermacetogenium,Thermoanaerobacterium,Thermobaculum,Thermocaproicibacter,Thermochromatium,Thermococcus,Thermocrinis,Thermodesulfobium,Thermoflavifilum,Thermoflexus,Thermosynechococcus,Thermotoga,Thermus,Thioalkalivibrio,Thiocapsa,Thioflavicoccus,Thiorhodovibrio,Thiospirochaeta,Thiosulfatimonas,Thiothrix,Thomasclavelia,Tichowtungia,Tistrella,Trabulsiella,Treponema,Trichocoleus,Trichormus,Trinickia,Tritonibacter,Tropicibacter,Trueperella,Tsukamurella,Tsuneonella,Tumebacillus,Turicibacter,Turicimonas,Tuwongella,Umezawaea,Undibacterium,Ureibacillus,Vaginimicrobium,Vagococcus,Varibaculum,Variovorax,Veillonella,Verrucomicrobium,Verrucosispora,Vescimonas,Vibrio,Virgibacillus,Viridibacillus,Vulcanimicrobium,Waddlia,Wansuia,Weissella,Wenling,Winkia,Winogradskyella,Wolbachia,Wolinella,Xanthomonas,Xenorhabdus,Yaba,Yersinia,Yinghuangia,Yoonia,Zobellia,Zunongwangia,[Clostridium],[Haemophilus],[Ruminococcus],cyanobacterium,secondary,uncultured,unidentified
SRR2143521,0.0,0.0,0.0,0.0,0.01261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00133,0.0,0.0,0.0,0.0,0.06097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,0.0,0.0,0.13309,0.0,0.00024,0.0,0.14154999999999998,0.0,0.00264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09449,0.0,0.0,0.0,0.0,0.14994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01318,0.0,0.0,0.0,0.0,0.0,0.00184,0.0,0.0,0.0,0.00682,0.0,0.0,0.0,0.02657,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01893,0.00544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.00151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00245,0.0,0.00396,0.0,0.06333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04093,0.0,0.0,0.00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081,0.0,0.01091,0.0,0.0,0.0,0.0
SRR2143523,0.0,0.0,0.0,0.0,0.0,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078,0.0,0.0,0.0,0.0,0.05129,0.0,0.0,0.0,0.02327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03607,0.0,0.0,0.0,0.01514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04163,0.0,0.0,0.00127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0208,0.0,0.0,0.0,0.00665,0.0,0.0,0.0,0.0,0.00039,0.00793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07638,0.0,0.0,0.00184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01382,0.0,0.0,0.0,0.0,0.00109,0.01592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00265,0.0,0.00851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00099,0.0,0.0,0.0,0.0,0.0,0.0,0.00353,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.00761,0.0,0.0,0.0,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06864,0.12033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234,0.0,0.20564000000000002,0.0,0.0,0.0,0.0
