,Acetoanaerobium,Acidaminococcus,Acidiferrobacter,Acidihalobacter,Acinetobacter,Actinobacillus,Actinomyces,Agathobacter,Aggregatibacter,Akkermansia,Alicyclobacillus,Alistipes,Alkalitalea,Alpha3microvirus,Aminobacterium,Anaerobutyricum,Anaerolinea,Anaerostipes,Anaerotignum,Aneurinibacillus,Anoxybacillus,Arcticibacterium,Aristaeella,Arsenophonus,Asticcacaulis,Aureibaculum,Bacillus,Bacteroides,Barnesiella,Bartonella,Basfia,Bifidobacterium,Blautia,Brochothrix,Burkholderia,Butyrivibrio,Caldicellulosiruptor,Campylobacter,Candidatus,Candidatus Amoebophilus,Candidatus Azobacteroides,Candidatus Blochmannia,Candidatus Cardinium,Candidatus Fukatsuia,Candidatus Hamiltonella,Candidatus Izimaplasma,Candidatus Koribacter,Candidatus Moranella,Candidatus Nucleicultrix,Candidatus Phaeomarinobacter,Candidatus Phytoplasma,Candidatus Promineofilum,Candidatus Purcelliella,Candidatus Solibacter,Candidatus Sulcia,Candidatus Tachikawaea,Capnocytophaga,Caulobacter,Cellulomonas,Cellulosilyticum,Chakrabartyella,Chlamydia,Chloroflexus,Chordicoccus,Chthonomonas,Cloacibacillus,Clostridioides,Clostridium,Collinsella,Comamonas,Coprobacter,Coprococcus,Coraliomargarita,Coriobacterium,Corynebacterium,Dehalobacterium,Dehalococcoides,Deinococcus,Desulfococcus,Desulfofarcimen,Desulfomonile,Desulfotomaculum,Desulfovibrio,Devosia,Dialister,Dichelobacter,Dorea,Draconibacterium,Eggerthella,Elusimicrobium,Emergencia,Enterobacter,Enterococcus,Enterovibrio,Erwinia,Erysipelothrix,Escherichia,Ethanoligenens,Eubacterium,Ezakiella,Faecalibacillus,Faecalibacterium,Faecalibaculum,Fastidiosipila,Fibrobacter,Filifactor,Finegoldia,Flammeovirga,Flavonifractor,Frankia,Fusobacterium,Gemmatimonas,Geoalkalibacter,Geobacillus,Geobacter,Gordonibacter,Haemophilus,Halomicrobium,Halothiobacillus,Helicobacter,Herbinix,Homo,Hungateiclostridium,Hungatella,Ichthyobacterium,Intestinibacillus,Intestinimonas,Jeotgalibaca,Kineothrix,Kiritimatiella,Klebsiella,Kosmotoga,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Lawsonibacter,Leuconostoc,Libanicoccus,Liberibacter,Limnochorda,Listeria,Longicatena,Lysinibacillus,Mageeibacillus,Magnetospira,Mahella,Massilia,Mediterraneibacter,Megamonas,Megasphaera,Melioribacter,Methanobrevibacter,Methylobacter,Mogibacterium,Monoglobus,Mordavella,Morganella,Muribaculum,Muricauda,Mycoplasma,Neisseria,Niabella,Nitrosomonas,Nitrospira,Nocardia,Novibacillus,Novisyntrophococcus,Odoribacter,Oenococcus,Olsenella,Oscillibacter,Paenibacillus,Paeniclostridium,Paludicola,Pantoea,Parabacteroides,Paraphotobacterium,Paraprevotella,Parvimonas,Pasteurella,Paucibacter,Peptoclostridium,Peptoniphilus,Petroclostridium,Phascolarctobacterium,Phocaeicola,Photobacterium,Porphyromonas,Pragia,Prevotella,Propionimicrobium,Prosthecochloris,Proteus,Pseudarcicella,Pseudomonas,Pseudopedobacter,Psychrobacter,Rhodomicrobium,Rickettsia,Roseburia,Rothia,Rubrobacter,Ruminococcus,Ruthenibacterium,Salmonella,Sandaracinus,Sarcina,Segatella,Selenomonas,Sellimonas,Serratia,Shewanella,Shigella,Sneathia,Sodalis,Solibaculum,Sphaerobacter,Sphingobium,Spiroplasma,Staphylococcus,Steroidobacter,Streptobacillus,Streptococcus,Streptomyces,Sutterella,Symbiobacterium,Synechococcus,Syntrophomonas,Tannerella,Terrisporobacter,Tessaracoccus,Thalassolituus,Thermobifida,Thermobispora,Thermodesulfatator,Thermus,Thioalkalivibrio,Thioflavicoccus,Thiomonas,Thomasclavelia,Tistrella,Treponema,Trichodesmium,Turicibacter,Ureaplasma,Vagococcus,Veillonella,Vescimonas,Vibrio,Virgibacillus,Wansuia,Weissella,Xanthomonas,Yersinia,[Clostridium],[Ruminococcus],uncultured
SRR2143521,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,5.913065312547302,-1.2806205058478093,9.737533114428487,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,10.51816787791709,-1.2806205058478093,10.579794849308751,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,7.3100090036416105,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,10.17563936500335,10.637376656521404,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,8.205911171864656,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,7.54714086180691,8.906955168629883,-1.2806205058478093,4.117542195669944,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,9.918976819687053,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,5.354012852013876,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,8.5679355631621,7.321097640638116,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,6.503020090373444,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,5.793496310349553,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,8.595033255758883,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,4.521497869529254,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,6.781181768690538,-1.2806205058478093,-1.2806205058478093,6.279980656920747,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,6.685272229236719,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,8.805230269280909,-1.2806205058478093,6.03990645642493,-1.2806205058478093,-1.2806205058478093,6.2374436753852684,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,4.635581556759626,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,5.465791622725565,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,6.523630877680303,-1.2806205058478093,7.0036312917741075,-1.2806205058478093,9.775509713842753,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,8.565290898550723,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,8.063463736177969,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,9.339022495297185,-1.2806205058478093,5.587353903122483,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,9.2123467220835,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,4.357734163485937,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,-1.2806205058478093,5.417647548267603,8.01690622780729,-1.2806205058478093
SRR2143523,-1.4224075425785299,6.946517632168605,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,5.238167607261156,-1.4224075425785299,9.42286303459269,-1.4224075425785299,8.632555686580451,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,9.070836954805008,-1.4224075425785299,8.202754032429842,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,6.741248633589903,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,9.21419281846059,5.725151728610924,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,9.11609477307829,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,4.5463000174068355,-1.4224075425785299,8.520348798878299,7.380114955705891,-1.4224075425785299,4.5463000174068355,7.55612686750479,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,4.466470415754351,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,9.821081710547846,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,8.111536911025496,-1.4224075425785299,5.572442443254541,8.252986728917476,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,5.7484809359339755,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,6.3980319726836505,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,5.822534003758477,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,7.005079735753214,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,5.172005917171249,-1.4224075425785299,4.466470415754351,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,5.5445595960354535,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,8.067154210931568,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,6.460284663710496,-1.4224075425785299,7.626707180898431,-1.4224075425785299,5.476306991751458,-1.4224075425785299,6.746928853349857,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,7.514942305688861,-1.4224075425785299,8.413924734770191,-1.4224075425785299,7.486962862618936,-1.4224075425785299,4.620225291103852,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,4.732450551437888,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,10.275594015298662,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,8.06488251527039,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,7.399472320105312,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,9.965532763597572,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,-1.4224075425785299,6.335925924912381,10.811479666446234,-1.4224075425785299
SRR2143524,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,6.190474729382854,-1.3383945272593967,8.780244726661389,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,10.373144063281673,-1.3383945272593967,10.448223106209337,-1.3383945272593967,-1.3383945272593967,5.322180622580289,-1.3383945272593967,8.037545025366352,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,9.13043524301417,7.055726666566847,-1.3383945272593967,-1.3383945272593967,10.921271016541366,10.01742088325092,-1.3383945272593967,-1.3383945272593967,6.853345494018061,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,7.68211617243251,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,5.539931941031928,-1.3383945272593967,4.630313032725969,-1.3383945272593967,7.604197109972455,9.106864837932736,-1.3383945272593967,-1.3383945272593967,9.550741895253198,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,8.899455895891748,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,6.935707475032935,-1.3383945272593967,7.3761730235770875,9.992541325817072,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,7.841589724701887,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,6.853345494018061,-1.3383945272593967,-1.3383945272593967,5.15535931259229,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,5.092936554674083,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,5.359873526856016,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,4.8164635667570215,-1.3383945272593967,-1.3383945272593967,5.539931941031928,-1.3383945272593967,-1.3383945272593967,7.123497348371751,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,6.609990757852503,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,6.494016399928523,5.619102843617554,8.341386815700046,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,5.15535931259229,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,9.178953462350197,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,5.092936554674083,5.87758047539207,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,8.186829574593713,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,-1.3383945272593967,5.026356229592515,9.294837287970363,-1.3383945272593967
SRR2143526,-1.5726305622844259,4.7021314589575125,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,4.994041867518815,-1.5726305622844259,8.63321829367254,-1.5726305622844259,7.154985616036641,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,7.476484161192535,-1.5726305622844259,9.686189440232985,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.113230384783933,-1.5726305622844259,8.814547771610375,4.994041867518815,-1.5726305622844259,-1.5726305622844259,8.70486583040164,10.89164771256438,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.048775089479709,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.075057811278904,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,7.310732354632334,-1.5726305622844259,-1.5726305622844259,7.872070216211132,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,4.994041867518815,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,8.295281624737783,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.501486253912936,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,6.328746791508189,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,4.8587005196490525,6.934714293076997,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,6.593869756870626,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.113230384783933,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.458226913831695,-1.5726305622844259,7.0879700924265405,4.8587005196490525,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,7.100026731755883,9.122287200044202,5.509918007070874,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.811979820892549,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,7.5727445308393975,-1.5726305622844259,-1.5726305622844259,4.1671623498948085,-1.5726305622844259,3.912166371206229,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,4.1671623498948085,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,4.663739027919279,-1.5726305622844259,7.656629694544268,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,6.223427412031698,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,6.375754722827474,8.146393140385713,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.161961097688522,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,5.021782897465353,5.113230384783933,8.555239773400864,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,7.560936750885843,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,9.10767873683458,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,10.827861004300203,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,4.663739027919279,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,4.029488258595275,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,-1.5726305622844259,6.5383972759092535,9.173092056296444,-1.5726305622844259
