,Prevotella,Bacteroides,Parabacteroides,Draconibacterium,Pseudopedobacter,Candidatus Amoebophilus,Candidatus Sulcia,Fibrobacter,Faecalibacterium,Ruminococcus,Flavonifractor,Ethanoligenens,Lachnoclostridium,Anaerostipes,Lachnoanaerobaculum,Roseburia,Anaerotignum,Cellulosilyticum,Butyrivibrio,Blautia,Herbinix,Clostridium,Mordavella,Eubacterium,Clostridioides,Acetoanaerobium,Paeniclostridium,Mogibacterium,Oscillibacter,Intestinimonas,Symbiobacterium,Acidaminococcus,Dialister,Selenomonas,Streptococcus,Lactobacillus,Leuconostoc,Oenococcus,Enterococcus,Staphylococcus,Bacillus,Virgibacillus,Anoxybacillus,Alicyclobacillus,Novibacillus,Turicibacter,Faecalibaculum,Limnochorda,Olsenella,Collinsella,Eggerthella,Actinomyces,Corynebacterium,Rubrobacter,Candidatus Izimaplasma,Dehalococcoides,Candidatus Promineofilum,Thermus,Meiothermus,Salmonella,Escherichia,Enterobacter,Candidatus Tachikawaea,Shigella,Serratia,Yersinia,Arsenophonus,Basfia,Haemophilus,Aggregatibacter,Thioalkalivibrio,Halothiobacillus,Pseudomonas,Acinetobacter,Enterovibrio,Paraphotobacterium,Steroidobacter,Halotalea,Massilia,Comamonas,Sutterella,Nitrosomonas,Neisseria,Desulfovibrio,Azospirillum,Sphingobium,Candidatus Solibacter,Kiritimatiella,Thermodesulfatator,Halomicrobium,Alpha3microvirus,Alistipes,Tannerella,Odoribacter,Muribaculum,Candidatus Azobacteroides,Barnesiella,Candidatus Cardinium,Pseudarcicella,Melioribacter,Gemmatimonas,Peptoclostridium,Filifactor,Monoglobus,Fastidiosipila,Desulfotomaculum,Dehalobacterium,Syntrophomonas,Halanaerobium,Veillonella,Megasphaera,Pelosinus,Erysipelothrix,Weissella,Jeotgalibaca,Paenibacillus,Aneurinibacillus,Laceyella,Coriobacterium,Tessaracoccus,Bifidobacterium,Thermobifida,Mycoplasma,Oscillatoria,Chthonomonas,Chloroflexus,Anaerolinea,Candidatus Blochmannia,Klebsiella,Pragia,Acidiferrobacter,Francisella,Sandaracinus,Geoalkalibacter,Desulfomonile,Helicobacter,Rhodomicrobium,Candidatus Phaeomarinobacter,Hyphomonas,Erythrobacter,Asticcacaulis,Akkermansia,Chlamydia,Fusobacterium,Streptobacillus,Treponema,Methanobrevibacter,Porphyromonas,Petrimonas,Flammeovirga,Arcticibacterium,Muricauda,Ichthyobacterium,Prosthecochloris,Candidatus Arthromitus,Hungateiclostridium,Desulfofarcimen,Lactococcus,Frankia,Libanicoccus,Synechococcus,Pasteurella,Histophilus,Thalassolituus,Aeromonas,Acidihalobacter,Lysobacter,Vibrio,Paucibacter,Thiomonas,Eikenella,Altererythrobacter,Rickettsia,Ehrlichia,Caulobacter,Parvularcula,Thermanaerovibrio,Acetomicrobium,Cloacibacillus,Leptotrichia,G4microvirus,Mageeibacillus,Marinilactibacillus,Aerococcus,Finegoldia,Trichodesmium,Thermobispora,Spiroplasma,Capnocytophaga,Myroides,Wolbachia,Anaplasma,Tistrella,Nitrospirillum,Bordetella,Actinobacillus,Thioflavicoccus,Candidatus Moranella,Candidatus Ishikawaella,Erwinia,Xenorhabdus,Tolumonas,Desulfohalobium,Mariprofundus,Aminobacterium,Nitrospira,Elusimicrobium,Pseudoclostridium,Dehalobacter,Candidatus Desulforudis,Thermoanaerobacter,Caldicellulosiruptor,Halothermothrix,Geobacillus,Brevibacillus,Brochothrix,Listeria,Peptoniphilus,Nocardia,Streptomyces,Ureaplasma,Mesoplasma,Candidatus Phytoplasma,Stanieria,Deinococcus,Polaribacter,Echinicola,Persicobacter,Providencia,Morganella,Proteus,Sodalis,Candidatus Fukatsuia,Xanthomonas,Granulosicoccus,Psychrobacter,Allofrancisella,Piscirickettsia,Frischella,Oceanicoccus,Alcaligenes,Desulfococcus,Neorickettsia,Liberibacter,Bartonella,Acetobacter,Niveispirillum,Candidatus Koribacter,Terriglobus,Luteitalea,Parachlamydia,Coraliomargarita,Methanosphaera,Paludibacter,Winogradskyella,Aureitalea,Chryseobacterium,Mariniflexile,Candidatus Walczuchella,Bernardetia,Ignavibacterium,Desulfosporosinus,Gordonibacter,Burkholderia,Lawsonia,Desulfomicrobium,Candidatus Riesia,Brevundimonas,Confluentimicrobium,Maricaulis,Candidatus Nucleicultrix,Singulisphaera,Homo,Desulfallas,Natranaerobius,Kyrpidia,Parvimonas,Propionimicrobium,Ornithinimicrobium,Dehalogenimonas,Sphaerobacter,Marinithermus,Alkalitalea,Croceibacter,Candidatus Hamiltonella,Pantoea,Nitrosococcus,Moraxella,Halomonas,Kangiella,Catenovulum,Dichelobacter,Geobacter,Desulfatibacillum,Malacobacter,Devosia,Thermogutta,Thermodesulfovibrio,Kosmotoga,Sediminispirochaeta,Candidatus Methanoplasma,Rothia,Nonomuraea,Candidatus Profftella,Sneathia,Negativicoccus,Vagococcus,Gemella,Gynuella,Desulfobulbus,Candidatus Puniceispirillum,Carboxydocella,Tetragenococcus,Faecalitalea,Roseiflexus,Acholeplasma,Pelobacter,Marinomonas,Sedimenticola,Saccharophagus,Magnetospira,Orientia,Acidobacterium,Dokdonia,Spirosoma,Aquiflexum,Hymenobacter,Alkalilimnicola,Taylorella,Polynucleobacter,Haematospirillum,Syntrophobacter,Zunongwangia,Alcanivorax,Legionella,Shewanella,Spiribacter,Methylibium,Rhodovulum,Aminomonas,Chlorobium,Thermanaeromonas,Lysinibacillus,Ezakiella,Mannheimia,Gallibacterium,Candidatus Portiera,Marinobacter,Paraglaciecola,Beggiatoa,Immundisolibacter,Sulfuritalea,Candidatus Fonsibacter,Deferribacter,Brachyspira,Candidatus Purcelliella,Citrobacter,Chania,Edwardsiella,Glaesserella,Azotobacter,Zobellella,Photobacterium,Congregibacter,Paraburkholderia,Vitreoscilla,Pseudolabrys,Stigmatella,Campylobacter,Proteiniphilum,Flavobacterium,Tumebacillus,Mycobacterium,Turneriella,Atopobium,Sulfurifustis,Ferrimonas,Magnetospirillum,Aequorivita,Megamonas,Rhizobacter,Variovorax,Rhodospirillum,Acidithiobacillus,Candidatus Kuenenia,Jonquetella,Fermentimonas,Pontibacter,Planococcus,Colwellia,Candidatus Accumulibacter,Ferriphaselus,Chloroherpeton,Actinoalloteichus,Agarivorans,Pseudoalteromonas,Candidatus Kinetoplastibacterium,Sphingopyxis,Gardnerella,Syntrophothermus,Pseudogulbenkiania,Algoriphagus,Rufibacter,Mahella,Thermobaculum,Oceanisphaera,Jeongeupia,Wenyingzhuangia,Maribacter,Cellulophaga,Arachidicoccus,Cupriavidus,Candidatus Fokinia,Entomoplasma,Rhodococcus,Coxiella,Pseudodesulfovibrio,Verrucomicrobium,Candidatus Aquiluna,Thermomicrobium,Methylovulum,Sulfurimonas,Xanthobacter,Calditerrivibrio,Carnobacterium,Buchnera,Psychromonas,Dokdonella,Thiomicrospira,Sphingomonas,Phenylobacterium,Komagataeibacter,Wolinella,Sulfuricurvum,Rhodothermus,Saccharothrix,Candidatus Carsonella,Anaeromyxobacter,Candidatus Mikella,Oblitimonas,Hahella,Frateuria,Blastomonas,Desulfuromonas,Leptospira,Mucilaginibacter,Kosakonia,Rahnella,Glaciecola,Celeribacter,Exiguobacterium,Sphingobacterium,Alkaliphilus,Thermacetogenium,Phoenicibacter,Agromyces,Runella,Leadbetterella,Janthinobacterium,Fervidobacterium,Gottschalkia,Anaerococcus,Stenotrophomonas,Melaminivora,Petrotoga,Acetohalobium,Kribbella,Marivirga,Parasaccharibacter,Spirochaeta,Auraticoccus,Actinotignum,Candidatus Atelocyanobacterium,Halomicronema,Grimontia,Zhongshania,Thioploca,Moorea,Wenzhouxiangella,Collimonas,Sulfuriferula,Conexibacter,Oxalobacter,Opitutus,Stappia,Thermocrinis,Gallionella,Novosphingobium,Slackia,Planctopirus,Euzebya,Halorhodospira,Caldanaerobacter,Tepidanaerobacter,Hydromonas,Sphaerochaeta,Jeotgalicoccus,Sorangium,Gemmata,Methylomonas,Christensenella,Kurthia,Blattabacterium,Thalassotalea,Reinekea,Chondromyces,Salinibacter,Microbacterium,Bibersteinia,Stackebrandtia,Thermoanaerobacterium,Laribacter,Ramlibacter,Candidatus Desulfofervidus,Thalassospira,Simkania,Murdochiella,Lawsonella,Neomicrococcus,Simonsiella,Roseomonas,Rubinisphaera,Planctomyces,Adlercreutzia,Solimonas,Syntrophus,Desulfobacterium,Denitrobacterium,Crinalium,Neorhizobium,Catenulispora,Methylobacterium,Gemmobacter,Methylococcus,Thermaerobacter,Pseudothermotoga,Filimonas,Blastochloris,Mobiluncus,Planktothrix,Micropruina,Cryptobacterium,Pedobacter,Candidatus Doolittlea,Hydrogenovibrio,Alteromonas,Ahniella,Hyphomicrobium,Sinomonas,Streptosporangium,Bacteriovorax,Kushneria,Desulfurella,Nitratiruptor,Salipiger,Aquifex,Denitrovibrio,Microlunatus,Tatumella,Thermoclostridium,Nitrosospira,Chryseolinea,Nostoc,Phycisphaera,Ketobacter,Ereboglobus,Moorella,Solibacillus,Calothrix,Gallaecimonas,Paenalcaligenes,Herbaspirillum,Candidatus Endolissoclinum,Scytonema,Truepera,Fibrella,Oleispira,Pandoraea,Kineococcus,Defluviimonas,Microvirga,Parageobacillus,Tropheryma,Friedmanniella,Actinopolyspora,Luteibacter,Rhodobacter,Polaromonas,Kytococcus,Prochlorococcus,Cyclobacterium,Cycloclasticus,Candidatus Hoaglandella,Methanosarcina,Rhodoferax,Bosea,Salinivirga,Gramella,Desulfobacca,Pseudoxanthomonas,Pseudonocardia,Methanobacterium,Candidatus Symbiobacter,Micrococcus,Luteimonas,Acetobacterium,Candidatus Methanomethylophilus,Candidatus Babela,Magnetococcus,Salinisphaera,Ralstonia,Microbulbifer,Nakamurella,Hydrogenophaga,Desulfocapsa,Ectothiorhodospira,Desulfurispirillum,Geosporobacter,Cellulomonas,Acidipropionibacterium,Niabella,Rhizobium,Octadecabacter,Candidatus Gullanella,Leptospirillum,Thermosipho,Limnohabitans,Gloeobacter,Micromonospora,Cellvibrio,Niastella,Desulfobacula,Verminephrobacter,Wigglesworthia,Salinispora,Bacterioplanes,Xylella,Gluconobacter,Ketogulonicigenium,Rummeliibacillus,Kocuria,Chromobacterium,Sulfurospirillum,Halioglobus,Candidatus Evansia,Bradyrhizobium,Chromohalobacter,Oleiphilus,Azospira,Lacimicrobium,Hydrogenophilus,Actinopolymorpha,Zymobacter,Endomicrobium,Methanomassiliicoccus,Methylocella,Elizabethkingia,Thermodesulfobium,Moritella,Aeribacillus,Methylocaldum,Formosa,Haloarcobacter,Halobacteriovorax,Sulfuricaulis,Rhodanobacter,Zobellia,Saccharomonospora,Dickeya,Dyella,Bdellovibrio,Rhodoluna,Tsukamurella,Desulfotalea,Filomicrobium,Pseudanabaena,Haliscomenobacter,Agrobacterium,Candidatus Tremblaya
SRR12478625,0.746683743,0.022047388,0.000640381,9.15e-05,0.001829659,0.000274449,9.15e-05,0.000274449,0.149574604,0.005946391,0.000823346,9.15e-05,0.004208215,0.002104108,0.001097795,0.000548898,0.000548898,0.000182966,9.15e-05,9.15e-05,9.15e-05,0.003476352,0.003201903,0.006586772,0.001738176,0.000182966,0.000182966,9.15e-05,0.001372244,0.000182966,9.15e-05,0.022504803,0.002470039,9.15e-05,0.001006312,0.000548898,9.15e-05,9.15e-05,9.15e-05,0.001372244,9.15e-05,9.15e-05,9.15e-05,9.15e-05,9.15e-05,0.001646693,0.000457415,0.000457415,0.000365932,9.15e-05,9.15e-05,0.000182966,9.15e-05,0.000182966,0.000457415,0.000182966,9.15e-05,9.15e-05,9.15e-05,0.000640381,0.000548898,0.000274449,0.000182966,0.000182966,0.000457415,9.15e-05,0.000182966,0.002835971,0.000548898,0.000182966,0.000182966,9.15e-05,0.000365932,0.000182966,0.000365932,9.15e-05,0.000274449,9.15e-05,0.001189278,0.000274449,9.15e-05,9.15e-05,9.15e-05,0.000914829,0.000182966,0.000182966,0.000914829,0.000365932,9.15e-05,9.15e-05,9.15e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR12478626,0.596335188,0.019156974,0.00047595,0.0,0.005532915,2.97e-05,8.92e-05,2.97e-05,0.234732427,0.002320255,0.001963292,0.003063926,0.013445578,0.00113038,0.000237975,0.000654431,0.001665824,8.92e-05,0.000148734,0.00047595,0.000356962,0.004432281,0.000624684,0.005711396,0.000684178,0.000773418,0.0,0.00104114,0.020376595,0.000148734,0.0,0.040009519,0.000237975,0.000178481,0.001100634,0.000178481,0.000118987,0.0,0.0,2.97e-05,2.97e-05,0.0,5.95e-05,2.97e-05,0.0,0.0,0.005205699,5.95e-05,0.0,0.000446203,0.0,0.0,5.95e-05,2.97e-05,0.0,0.0,0.0,0.0,0.0,2.97e-05,0.000148734,2.97e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.97e-05,0.0,2.97e-05,0.0,0.0,0.0,0.0,0.0,2.97e-05,0.0,2.97e-05,0.0,0.0,0.0,0.0,0.001636077,0.0,0.0,0.001874052,0.000148734,0.0,0.0,0.0,0.001189874,2.97e-05,0.00047595,8.92e-05,2.97e-05,5.95e-05,5.95e-05,2.97e-05,0.000178481,8.92e-05,0.027039891,2.97e-05,5.95e-05,0.000118987,2.97e-05,2.97e-05,2.97e-05,2.97e-05,0.000118987,8.92e-05,2.97e-05,5.95e-05,0.000237975,5.95e-05,2.97e-05,2.97e-05,2.97e-05,5.95e-05,0.000178481,8.92e-05,2.97e-05,0.000386709,2.97e-05,8.92e-05,2.97e-05,2.97e-05,0.000118987,5.95e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,0.000386709,2.97e-05,2.97e-05,5.95e-05,2.97e-05,2.97e-05,8.92e-05,2.97e-05,2.97e-05,2.97e-05,2.97e-05,0.000178481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
