,Streptococcus,Lactococcus,Lactobacillus,Pediococcus,Enterococcus,Vagococcus,Weissella,Aerococcus,Carnobacterium,Jeotgalibaca,Staphylococcus,Jeotgalicoccus,Auricoccus,Bacillus,Lysinibacillus,Geobacillus,Terribacillus,Anoxybacillus,Amphibacillus,Oceanobacillus,Listeria,Brochothrix,Paenibacillus,Aneurinibacillus,Brevibacillus,Thermobacillus,Exiguobacterium,Gemella,Alicyclobacillus,Tumebacillus,Kyrpidia,Solibacillus,Planococcus,Paenisporosarcina,Laceyella,Ezakiella,Anaerococcus,Parvimonas,Peptoniphilus,Mahella,Carboxydothermus,Thermoanaerobacter,Thermacetogenium,Thermosediminibacter,Caldicellulosiruptor,Oscillibacter,Cellulosilyticum,Anaerotignum,Roseburia,Intestinimonas,Clostridioides,Desulfosporosinus,Dehalobacterium,Thermincola,Candidatus Desulforudis,Clostridium,Mogibacterium,Carboxydocella,Flavonifractor,Ruminococcus,Eubacterium,Syntrophomonas,Mageeibacillus,Acetohalobium,Selenomonas,Megamonas,Megasphaera,Turicibacter,Frondihabitans,Aurantimicrobium,Microbacterium,Agromyces,Curtobacterium,Rathayibacter,Agrococcus,Microcella,Kytococcus,Neomicrococcus,Auritidibacter,Micrococcus,Kocuria,Sinomonas,Arthrobacter,Rothia,Ornithinimicrobium,Cellulomonas,Dermatophilus,Austwickia,Beutenbergia,Xylanimonas,Dermabacter,Brachybacterium,Brevibacterium,Corynebacterium,Mycobacterium,Mycolicibacterium,Nocardia,Rhodococcus,Dietzia,Lawsonella,Propionimicrobium,Pseudopropionibacterium,Propionibacterium,Auraticoccus,Cutibacterium,Tessaracoccus,Microlunatus,Micropruina,Nocardioides,Pimelobacter,Actinotignum,Actinomyces,Arcanobacterium,Trueperella,Mobiluncus,Streptomyces,Bifidobacterium,Amycolatopsis,Actinoalloteichus,Nonomuraea,Streptosporangium,Nocardiopsis,Actinomadura,Actinopolyspora,Frankia,Stackebrandtia,Jiangella,Thermobispora,Geodermatophilus,Salinispora,Kineococcus,Nakamurella,Olsenella,Collinsella,Rubrobacter,Euzebya,Candidatus Atelocyanobacterium,Nostoc,Synechococcus,Prochlorococcus,Chamaesiphon,Gloeobacter,Mycoplasma,Acholeplasma,Anaerolinea,Sphaerobacter,Dehalogenimonas,Caldilinea,Deinococcus,Marinithermus,Thermobaculum,Neisseria,Eikenella,Vitreoscilla,Simonsiella,Laribacter,Jeongeupia,Methylibium,Thiomonas,Rhizobacter,Paucibacter,Delftia,Rhodoferax,Massilia,Collimonas,Cupriavidus,Burkholderia,Polynucleobacter,Hydromonas,Pandoraea,Bordetella,Nitrosomonas,Nitrosospira,Gallionella,Candidatus Profftella,Sphingomonas,Gemmobacter,Rhodobacter,Maricaulis,Anderseniella,Candidatus Phaeomarinobacter,Martelella,Phyllobacterium,Liberibacter,Gluconobacter,Kozakia,Granulibacter,Pararhodospirillum,Rickettsia,Candidatus Midichloria,Candidatus Thioglobus,Pseudomonas,Azotobacter,Buchnera,Proteus,Arsenophonus,Salmonella,Candidatus Riesia,Sodalis,Haemophilus,Pasteurella,Alkalilimnicola,Thioalkalivibrio,Woeseia,Granulosicoccus,Allochromatium,Glaciecola,Luteibacter,Stenotrophomonas,Halotalea,Marinomonas,Alcanivorax,Halioglobus,Hydrogenovibrio,Beggiatoa,Methylococcus,Methylovulum,Aeromonas,Sulfurifustis,Pelobacter,Desulfuromonas,Geobacter,Desulfococcus,Candidatus Desulfofervidus,Sorangium,Syntrophobacter,Desulfomonile,Sulfuricurvum,Mariprofundus,Bdellovibrio,Prevotella,Bacteroides,Porphyromonas,Candidatus Azobacteroides,Barnesiella,Pseudopedobacter,Chloroherpeton,Streptobacillus,Ereboglobus,Deferribacter,Persephonella,Terriglobus,Leptospirillum,Homo,Methanococcus,Cytomegalovirus,Virgibacillus,Parageobacillus,Fictibacillus,Novibacillus,Kurthia,Tetragenococcus,Oenococcus,Marinilactibacillus,Lachnoclostridium,Anaerostipes,Desulfotomaculum,Ethanoligenens,Thermanaeromonas,Halothermothrix,Psychromicrobium,Rhodoluna,Kribbella,Gordonia,Gardnerella,Alloactinosynnema,Thermobifida,Gordonibacter,Eggerthella,Chthonomonas,Coprothermobacter,Acetobacter,Parasaccharibacter,Komagataeibacter,Asaia,Gluconacetobacter,Bosea,Methylobacterium,Methyloceanibacter,Azorhizobium,Caulobacter,Brevundimonas,Wolbachia,Candidatus Evansia,Escherichia,Serratia,Psychrobacter,Marinobacter,Vibrio,Dichelobacter,Pseudohongiella,Acidiferrobacter,Sandaracinus,Haliangium,Desulfurivibrio,Desulfovibrio,Nautilia,Flavobacterium,Ornithobacterium,Candidatus Sulcia,Ichthyobacterium,Candidatus Amoebophilus,Spirosoma,Melioribacter,Gemmatimonas,Leptotrichia,Sneathia,Ilyobacter,Coraliomargarita,Kiritimatiella,Thermanaerovibrio,Jonquetella,Caldimicrobium,Caldithrix,Turneriella,Candidatus Solibacter,Finegoldia,Murdochiella,Gottschalkia,Jeotgalibacillus,Peptoclostridium,Acetoanaerobium,Filifactor,Alkaliphilus,Blautia,Butyrivibrio,Thermaerobacter,Fastidiosipila,Dehalobacter,Symbiobacterium,Veillonella,Dialister,Candidatus Aquiluna,Saccharopolyspora,Saccharothrix,Candidatus Nanopelagicus,Libanicoccus,Slackia,Phoenicibacter,Conexibacter,Thermus,Spiroplasma,Candidatus Phytoplasma,Candidatus Izimaplasma,Dehalococcoides,Chloroflexus,Roseomonas,Acidisphaera,Magnetospira,Azospirillum,Rhodospirillum,Candidatus Endolissoclinum,Sphingopyxis,Blastomonas,Erythrobacter,Altererythrobacter,Micavibrio,Nitratireductor,Paracoccus,Ehrlichia,Orientia,Candidatus Pelagibacter,Candidatus Fonsibacter,Parvularcula,Magnetococcus,Candidatus Paracaedibacter,Candidatus Nucleicultrix,Variovorax,Hydrogenophaga,Melaminivora,Acidovorax,Candidatus Symbiobacter,Paraburkholderia,Aquabacterium,Achromobacter,Oxalobacter,Azoarcus,Candidatus Blochmannia,Candidatus Gullanella,Citrobacter,Klebsiella,Candidatus Ishikawaella,Acinetobacter,Halorhodospira,Halothiobacillus,Luteimonas,Agarivorans,Methylomonas,Geoalkalibacter,Desulfatibacillum,Stigmatella,Candidatus Babela,Hippea,Syntrophus,Desulfarculus,Campylobacter,Arcobacter,Halobacteriovorax,Riemerella,Kordia,Elizabethkingia,Aequorivita,Myroides,Capnocytophaga,Chryseobacterium,Muricauda,Tenacibaculum,Weeksella,Wenyingzhuangia,Lutibacter,Gramella,Aquimarina,Polaribacter,Salegentibacter,Cellulophaga,Blattabacterium,Fluviicola,Tannerella,Odoribacter,Muribaculum,Flammeovirga,Haliscomenobacter,Chlamydia,Parachlamydia,Fusobacterium,Petrotoga,Fervidobacterium,Acetomicrobium,Aminobacterium,Flexistipes,Denitrovibrio,Desulfurispirillum,Thermodesulfatator,Leptospira,Caldisericum,Herbinix,Faecalibacterium,Mordavella,Desulfitobacterium,Desulfallas,Desulfofarcimen,Ammonifex,Ndongobacter,Acidaminococcus,Erysipelothrix,Coriobacterium,Atopobium,Adlercreutzia,Anabaena,Alistipes,Parabacteroides,Fermentimonas,Proteiniphilum,Alkalitalea,Salinivirga,Formosa,Pseudarcicella,Pontibacter,Bernardetia,Sphingobacterium,Salinibacter,Niveispirillum,Asticcacaulis,Novosphingobium,Limnohabitans,Pantoea,Desulfobulbus,Borrelia,Pseudothermotoga,Lachnoanaerobaculum,Pseudoclostridium,Syntrophobotulus,Leuconostoc,Denitrobacterium,Paludibacter,Chryseolinea,Candidatus Cardinium,Arachidicoccus,Chlorobium,Bartonella,Devosia,Brucella,Anaplasma,Enterobacter,Yersinia,Oblitimonas,Acidihalobacter,Chromohalobacter,Desulfurella,Helicobacter,Candidatus Kuenenia,Paeniclostridium,Hungateiclostridium,Halanaerobium,Negativicoccus,Faecalibaculum,Faecalitalea,Limnochorda,Ureaplasma,Trichodesmium,Oscillatoria,Meiothermus,Croceibacter,Nonlabens,Echinicola,Arcticibacterium,Runella,Rhodothermus,Fibrobacter,Sutterella,Pseudorhodoplanes,Candidatus Portiera,Legionella,Piscirickettsia,Planctomyces,Rubinisphaera,Phycisphaera,Polaromonas,Ramlibacter,Verminephrobacter,Alicycliphilus,Alcaligenes,Candidatus Kinetoplastibacterium,Ketogulonicigenium,Tistrella,Sphingobium,Bradyrhizobium,Maritalea,Phenylobacterium,Vulgatibacter,Cystobacter,Lawsonia,Candidatus Hoaglandella,Pragia,Wenzhouxiangella,Shewanella,Thalassolituus,Dokdonella,Lysobacter,Francisella,Thiomicrospira,Photobacterium,Solimonas,Methylomicrobium,Cellvibrio,Hydrogenophilus,Phycicoccus,Arsenicicoccus,Devriesea,Tropheryma,Luteipulveratus,Sanguibacter,Tsukamurella,Planktothrix,Dolichospermum,Stanieria,Owenweeksia,Flavisolibacter,Chitinophaga,Draconibacterium,Methylacidiphilum,Verrucomicrobium,Luteitalea,Sulfurihydrogenibium,Sphaerochaeta,Defluviitoga,Nitrospira,Microvirga,Pelagibacterium,Sphingorhabdus,Xanthomonas,Pseudoxanthomonas,Candidatus Nitrosoglobus,Coxiella,Candidatus Moranella,Xenorhabdus,Immundisolibacter,Idiomarina,Steroidobacter,Sulfuricella,Candidatus Methylopumilus,Acidipropionibacterium,Nodularia,Hymenobacter,Filimonas,Mucilaginibacter,Planctopirus,Gemmata,Sediminispirochaeta,Treponema,Chloracidobacterium,Syntrophothermus,Friedmanniella,Zunongwangia,Comamonas,Herminiimonas,Chelatococcus,Oligotropha,Zymomonas,Candidatus Mikella,Providencia,Pirellula,Calditerrivibrio,Thermovirga,Halobacteroides,Dermacoccus,Cyanothece,Mesoplasma,Nitrospirillum,Magnetospirillum,Rhizobium,Hyphomicrobium,Candidatus Puniceispirillum,Ferriphaselus,Erwinia,Halomonas,Reinekea,Colwellia,Frateuria,Anaeromyxobacter,Dokdonia,Opitutus,Lacunisphaera,Isosphaera,Halobacillus,Aeribacillus,Acetobacterium,Thermodesulfobium,Microcoleus,Geminocystis,Gloeocapsa,Cyanobacterium,Synechocystis,Acaryochloris,Pseudanabaena,Calothrix,Micromonospora,Roseiflexus,Candidatus Promineofilum,Truepera,Candidatus Walczuchella,Pedobacter,Porphyrobacter,Croceicoccus,Citromicrobium,Filomicrobium,Herbaspirillum,Sedimenticola,Desulfobacter,Waddlia,Spirochaeta,Cloacibacillus,Aquifex,Mycetocola,Actinoplanes,Acidothermus,Cryptobacterium,Entomoplasma,Moorea,Maribacter,Neorickettsia,Parvibaculum,Paraglaciecola,Chondromyces,Desulfobacterium,Ralstonia,Bacteriovorax,Borreliella,Aminomonas,Thermodesulfobacterium,Dictyoglomus,Rummeliibacillus,Microcystis,Trichormus,Cyclobacterium,Persicobacter,Shinella,Alteromonas,Hahella,Sebaldella,Lentibacillus,Leptolyngbya,Sphaerospermopsis,Pseudonocardia,Kibdelosporangium,Candidatus Tremblaya,Glaesserella,Moraxella,Thalassotalea,Spiribacter,Rhodovulum,Pseudodesulfovibrio,Kosmotoga,Xylella,Kangiella,Thioploca,Desulfotalea,Malacobacter,Rubrivivax,Janthinobacterium,Chromobacterium,Acidithiobacillus,Gilvibacter,Siansivirga,Cytophaga,Belliella,Algoriphagus,Candidatus Arthromitus,Pelosinus,Allokutzneria,Fuerstia,Thermogutta,Akkermansia,Brachyspira,Methanosarcina,Heliobacterium,Miniimonas,Actinopolymorpha,Fimbriimonas,Rhodanobacter,Dyella,Tatlockia,Candidatus Carsonella,Agarilytica,Psychromonas,Celeribacter,Pseudovibrio,Hyphomonas,Hirschia,Blastochloris,Rhodopseudomonas,Hoeflea,Hartmannibacter,Xanthobacter,Sulfuriferula,Thermodesulfovibrio,Marmoricola,Blastococcus,Psychroflexus,Mesorhizobium,Acidobacterium,Candidatus Koribacter,Clavibacter,Winogradskyella,Leadbetterella,Gynuella,Oleispira,Candidatus Ruthia,Olleya,Sediminicola,Halomicronema,Basilea,Singulisphaera,Modestobacter,Mycolicibacter,Segniliparus,Chondrocystis,Shigella,Nitrosococcus,Thioflavicoccus,Ferrimonas,Kushneria,Aggregatibacter,Sinorhizobium,Candidatus Phycorickettsia,Myxococcus,Desulfomicrobium,Nitratiruptor,Flagellimonas,Rufibacter,Pseudoflavitalea,Saprospira,Gemmatirosa,Thermoanaerobacterium,Scytonema,Gloeomargarita,Thermomonospora,Crinalium,Geitlerinema,Halothece,Thauera,Sulfuritalea,Octadecabacter,Desulfohalobium,Robiginitalea,Monoglobus,Caldanaerobacter,Tolumonas,Rhodomicrobium,Desulfobacca,Wolinella,Marinitoga,Halocynthiibacter,Sulfitobacter,Confluentimicrobium,Labrenzia,Starkeya,Phreatobacter,Desulfocapsa,Sulfurimonas,Aquiflexum,Niabella,Ignavibacterium,Jonesia,Thermomicrobium,Niastella,Marivirga,Phaeobacter,Acidimicrobium,Petrimonas,Candidatus Tachikawaea,Dickeya,Yoonia,Elusimicrobium,Thermofilum,Thermoclostridium,Tepidanaerobacter,Oligella,Breoghania,Salipiger,Paraphotobacterium,Thermosipho,Hydrogenobaculum,Metallosphaera,Nitrobacter,Catenovulum,Thiolapillus,Glutamicibacter,Defluviimonas,Agrobacterium,Candidatus Purcelliella,Morganella,Pseudoalteromonas,Lacimicrobium,Oceanicoccus,Bradymonas,Candidatus Cloacimonas,Endomicrobium,Isoptericola,Raphidiopsis,Salinisphaera,Haloarcobacter,Thermocrinis,Thermosulfidibacter
SRR34777669,0.655438125,0.000236521,0.012697464,3.73E-05,0.000348558,2.49E-05,7.47E-05,8.71E-05,1.24E-05,1.24E-05,0.031693867,1.24E-05,1.24E-05,0.004742876,0.000385903,0.000224073,3.73E-05,2.49E-05,1.24E-05,1.24E-05,0.000784255,0.000435697,0.000311212,0.000311212,4.98E-05,1.24E-05,0.000174279,4.98E-05,7.47E-05,7.47E-05,6.22E-05,8.71E-05,2.49E-05,1.24E-05,1.24E-05,0.053043034,0.034444984,0.00463084,0.000709564,0.01107916,7.47E-05,2.49E-05,1.24E-05,2.49E-05,1.24E-05,0.000423249,8.71E-05,3.73E-05,1.24E-05,9.96E-05,3.73E-05,6.22E-05,1.24E-05,1.24E-05,1.24E-05,9.96E-05,3.73E-05,1.24E-05,3.73E-05,1.24E-05,2.49E-05,1.24E-05,1.24E-05,1.24E-05,0.000597528,2.49E-05,1.24E-05,0.000112036,0.00281336,0.00049794,0.000373455,0.00024897,0.00016183,1.24E-05,1.24E-05,1.24E-05,0.015784691,0.00644832,0.000535285,0.000348558,0.00016183,0.000124485,6.22E-05,1.24E-05,2.49E-05,0.000323661,4.98E-05,1.24E-05,1.24E-05,2.49E-05,1.24E-05,1.24E-05,1.24E-05,0.127024436,0.000124485,2.49E-05,0.000112036,3.73E-05,1.24E-05,1.24E-05,0.000448146,0.000211624,0.000149382,0.000136933,0.000136933,0.000112036,7.47E-05,2.49E-05,1.24E-05,1.24E-05,0.000485491,0.000174279,0.000174279,3.73E-05,2.49E-05,0.00024897,0.000211624,1.24E-05,1.24E-05,2.49E-05,1.24E-05,1.24E-05,1.24E-05,7.47E-05,6.22E-05,6.22E-05,6.22E-05,2.49E-05,2.49E-05,1.24E-05,1.24E-05,1.24E-05,4.98E-05,1.24E-05,6.22E-05,6.22E-05,1.24E-05,1.24E-05,3.73E-05,1.24E-05,1.24E-05,2.49E-05,0.000136933,1.24E-05,2.49E-05,1.24E-05,1.24E-05,1.24E-05,3.73E-05,1.24E-05,3.73E-05,0.000199176,9.96E-05,4.98E-05,1.24E-05,6.22E-05,3.73E-05,0.016432013,4.98E-05,4.98E-05,3.73E-05,0.00074691,0.000697116,0.000933637,1.24E-05,0.000311212,2.49E-05,2.49E-05,2.49E-05,1.24E-05,2.49E-05,0.000323661,0.000236521,1.24E-05,0.000174279,0.003697203,4.98E-05,3.73E-05,1.24E-05,1.24E-05,1.24E-05,2.49E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,2.49E-05,2.49E-05,0.000199176,4.98E-05,2.49E-05,8.71E-05,4.98E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,0.000149382,1.24E-05,3.73E-05,1.24E-05,3.73E-05,2.49E-05,1.24E-05,6.22E-05,1.24E-05,1.24E-05,3.73E-05,2.49E-05,1.24E-05,3.73E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,3.73E-05,2.49E-05,4.98E-05,4.98E-05,4.98E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,7.47E-05,3.73E-05,2.49E-05,3.73E-05,1.24E-05,1.24E-05,2.49E-05,2.49E-05,2.49E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,6.22E-05,1.24E-05,0.000112036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR34777670,0.020514249,0.00092342,0.504497691,9.55E-05,6.37E-05,0.000175131,0.000103487,0.000246776,0,3.18E-05,0.008477949,0,1.59E-05,0.198431778,0.004704665,0.007681898,0.000398026,0.007514727,0,3.98E-05,0.000175131,0.000963222,0.001146314,0.00261901,0.000103487,0,0.000628881,1.59E-05,0,0.001448814,1.59E-05,0.000525394,0.000167171,8.76E-05,0.000119408,0,1.59E-05,7.96E-06,2.39E-05,0.000477631,3.18E-05,2.39E-05,0,0,0,0.000135329,0,1.59E-05,7.96E-06,3.18E-05,0,0,2.39E-05,0,0,0.00015921,1.59E-05,0,0,0,3.18E-05,0,0,7.96E-06,3.98E-05,7.96E-06,3.98E-05,6.37E-05,0,0,0,0,0,7.96E-06,0,0,3.98E-05,3.98E-05,9.55E-05,0.041084222,0.034039166,0.000103487,8.76E-05,7.96E-06,7.96E-06,2.39E-05,0,0,0,2.39E-05,0,4.78E-05,7.96E-06,0.000143289,4.78E-05,0,4.78E-05,0,0,1.59E-05,3.18E-05,8.76E-05,0.000119408,6.37E-05,0.000167171,6.37E-05,7.96E-06,5.57E-05,0,0,0.000103487,0.000557236,0,7.96E-06,0,2.39E-05,3.98E-05,7.96E-06,0,7.96E-06,0,0,7.96E-06,7.96E-06,3.18E-05,7.96E-05,5.57E-05,6.37E-05,1.59E-05,3.98E-05,0,0,1.59E-05,0,0,0,1.59E-05,0,0,0,0,0,3.18E-05,0,7.96E-06,0,0,0,7.96E-06,0,7.96E-06,0,0,0,0,7.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05,0,0,0,0,7.96E-06,0,0,0,7.96E-06,0,0,1.59E-05,0.001010986,1.59E-05,0.000103487,0,0,0,0,7.96E-06,7.96E-06,0,0,0,0,0,7.96E-06,0,0,0,7.96E-06,0,7.96E-06,0,0,7.96E-06,0,0,1.59E-05,3.18E-05,0,0,0,2.39E-05,1.59E-05,0,0,1.59E-05,0,7.96E-06,7.96E-06,2.39E-05,0,7.96E-06,0,0,0,7.96E-06,2.39E-05,3.18E-05,7.96E-06,0,0,0,0,7.96E-06,0,0,0,0,0,5.57E-05,0,9.55E-05,0.000804012,0.000700525,7.96E-06,0.008613278,7.16E-05,7.96E-06,1.59E-05,7.96E-06,2.39E-05,7.96E-06,2.39E-05,2.39E-05,1.59E-05,7.96E-06,2.39E-05,7.96E-06,7.96E-06,7.96E-06,3.18E-05,7.96E-06,7.96E-06,1.59E-05,7.96E-06,7.96E-06,7.96E-06,0.107053017,0.000358223,0.00015125,4.78E-05,7.96E-06,4.78E-05,7.96E-06,7.96E-06,7.96E-06,2.39E-05,7.96E-06,7.96E-06,3.98E-05,7.96E-06,7.96E-06,7.96E-06,2.39E-05,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,0.039133896,7.96E-06,1.59E-05,7.96E-06,2.39E-05,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,7.96E-06,1.59E-05,7.96E-06,2.39E-05,7.96E-06,7.96E-06,7.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
